Player,Year,Split,Record:,Win Rate:,KDA:,CS per Minute:,Gold Per Minute:,Gold%:,Kill Participation:
Cryin,2021,Spring,29W - 8L,78.4%,6.2,8.7,413,21.6%,67.8%
Cube,2021,Spring,21W - 15L,58.3%,2.5,7.9,370,20.4%,55.4%
Doinb,2021,Spring,24W - 11L,68.6%,5.2,8.6,424,21.7%,70%
Elk,2021,Spring,22W - 14L,61.1%,4.1,9.6,449,24.2%,69.7%
Eric,2021,Spring,11W - 26L,29.7%,2.7,9.4,420,24.8%,70.2%
Flandre,2021,Spring,28W - 8L,77.8%,4.9,8.2,393,20.9%,58%
Flora,2021,Spring,1W - 3L,25%,2.2,6.1,314,19.2%,57.9%
FoFo,2021,Spring,21W - 15L,58.3%,5.3,9,407,22.3%,69.8%
Forge,2021,Spring,3W - 31L,8.8%,1.8,8,353,21.9%,64.1%
GALA,2021,Spring,29W - 8L,78.4%,7.2,10.3,475,24.9%,69.6%
Garvey,2021,Spring,1W - 8L,11.1%,1.9,7.9,382,22.3%,57.6%
H4cker,2021,Spring,7W - 29L,19.4%,2.7,6.2,338,20%,69.3%
Hang,2021,Spring,21W - 15L,58.3%,3.4,1.2,235,12.9%,64.4%
Hans SamD,2021,Spring,12W - 26L,31.6%,2.4,9.4,427,24.4%,72.3%
Haro,2021,Spring,3W - 31L,8.8%,1.9,6.2,339,20.9%,76.9%
Insulator,2021,Spring,0W - 4L,0%,1.0,8.5,351,21.7%,33.2%
Iwandy,2021,Spring,16W - 19L,45.7%,3.5,1.1,232,13%,69.7%
JackeyLove,2021,Spring,25W - 10L,71.4%,4.7,9.6,479,24.7%,64.4%
Jiejie,2021,Spring,28W - 8L,77.8%,7.2,6,348,18.6%,69.9%
Jwei,2021,Spring,8W - 13L,38.1%,1.5,1.1,221,12.7%,63.5%
Kanavi,2021,Spring,24W - 9L,72.7%,4.7,6.9,384,20.5%,71%
Kane,2021,Spring,0W - 2L,0%,1.4,8.2,366,22.5%,68.3%
Karsa,2021,Spring,25W - 10L,71.4%,5.3,6.3,372,19.2%,64.1%
Knight,2021,Spring,25W - 10L,71.4%,6.9,8.9,429,22.3%,66%
Kramer,2021,Spring,10W - 22L,31.3%,2.8,9.3,427,24.9%,63.6%
Kui,2021,Spring,10W - 23L,30.3%,2.4,5.9,323,18.8%,68.2%
Langx,2021,Spring,12W - 19L,38.7%,2.9,7.8,365,21%,61.1%
Leyan,2021,Spring,19W - 13L,59.4%,2.6,7,372,20.3%,67.6%
Light,2021,Spring,16W - 19L,45.7%,4.4,10,453,25.3%,69.1%
LokeN,2021,Spring,24W - 9L,72.7%,4.9,9.5,450,23.6%,65.4%
LvMao,2021,Spring,24W - 9L,72.7%,2.8,1.1,239,12.8%,67.1%
Lwx,2021,Spring,24W - 11L,68.6%,5.1,9.8,478,24.4%,65.2%
M1kuya,2021,Spring,14W - 14L,50%,2.2,7.3,349,19.4%,55.6%
Mark,2021,Spring,8W - 9L,47.1%,2.7,1.2,232,12.8%,65.5%
Meteor,2021,Spring,16W - 22L,42.1%,4.4,6.9,361,20.2%,71.7%
Michi,2021,Spring,0W - 10L,0%,1.8,8.5,368,23.1%,66.2%
Ming,2021,Spring,29W - 8L,78.4%,4.5,1.2,247,13%,69%
Missing,2021,Spring,22W - 14L,61.1%,2.6,1.3,246,13.3%,65.6%
Mole,2021,Spring,15W - 23L,39.5%,2.9,8.5,393,22.3%,65.8%
New,2021,Spring,11W - 20L,35.5%,2.2,7.7,363,21.1%,60.2%
Nuguri,2021,Spring,24W - 11L,68.6%,3.0,8.2,407,20.8%,54.2%
ON,2021,Spring,21W - 12L,63.6%,3.2,1.1,233,12.6%,62.1%
Peace,2021,Spring,2W - 10L,16.7%,2.3,1.5,229,13.7%,64.1%
Ppgod,2021,Spring,15W - 23L,39.5%,2.2,1.1,229,13%,64.6%
Puff,2021,Spring,9W - 7L,56.3%,4.0,9.8,438,24.3%,59.2%
Qiuqiu,2021,Spring,2W - 11L,15.4%,1.2,2.2,231,14.7%,65.4%
RooKie,2021,Spring,21W - 15L,58.3%,4.6,8.1,392,21.3%,69.3%
Scout,2021,Spring,28W - 8L,77.8%,6.0,9,419,22.3%,69.7%
Shanks,2021,Spring,22W - 12L,64.7%,4.1,8.7,399,21.4%,60.6%
ShiauC,2021,Spring,7W - 29L,19.4%,1.6,1.3,227,13.5%,62.8%
SofM,2021,Spring,21W - 12L,63.6%,3.6,6.2,342,18.5%,62.1%
Tarzan,2021,Spring,16W - 19L,45.7%,4.1,6.4,352,19.7%,70%
Teeen,2021,Spring,12W - 26L,31.6%,2.3,1.3,230,13.2%,71.8%
TheShy,2021,Spring,21W - 15L,58.3%,2.6,8,390,21.1%,47.6%
Tian,2021,Spring,7W - 4L,63.6%,4.9,6,368,19.1%,64.9%
Trigger,2021,Spring,9W - 11L,45%,3.0,9.3,419,23.5%,53.3%
Twila,2021,Spring,11W - 22L,33.3%,2.7,8.2,371,21.1%,56.1%
Viper,2021,Spring,28W - 8L,77.8%,6.2,10.2,472,25.2%,67.8%
Wei,2021,Spring,29W - 8L,78.4%,5.2,5.7,358,18.8%,69.1%
WeiWei,2021,Spring,15W - 23L,39.5%,3.3,6.3,358,20.5%,73.6%
Wink,2021,Spring,12W - 8L,60%,5.2,9.4,452,24.1%,68.4%
Wuming,2021,Spring,11W - 28L,28.2%,2.7,8,360,21.3%,68.6%
XUN,2021,Spring,21W - 15L,58.3%,4.2,6.3,377,20.4%,72.7%
Xiaopeng,2021,Spring,11W - 20L,35.5%,2.8,6.1,354,20.1%,69.9%
XinLiu,2021,Spring,14W - 9L,60.9%,3.5,1.2,239,13%,67.6%
Y4,2021,Spring,6W - 12L,33.3%,3.3,8.9,407,23.6%,66%
Yagao,2021,Spring,24W - 7L,77.4%,5.4,8.4,408,21.5%,63.6%
Yimeng,2021,Spring,0W - 2L,0%,2.1,7.5,356,21.2%,82.2%
Zeka,2021,Spring,16W - 22L,42.1%,4.1,8.4,388,22%,70.7%
Zhuo,2021,Spring,25W - 10L,71.4%,4.8,1.3,247,12.7%,62.1%
Ziv,2021,Spring,3W - 31L,8.8%,1.7,7.2,327,20.3%,60.3%
Zoom,2021,Spring,24W - 9L,72.7%,4.1,8.4,402,21.6%,56.2%
beishang,2021,Spring,22W - 14L,61.1%,4.9,6.5,368,19.7%,68.1%
cold,2021,Spring,11W - 28L,28.2%,2.0,1.2,222,13.2%,72.6%
fearness,2021,Spring,11W - 22L,33.3%,2.3,7.6,360,21.2%,58.4%
heal,2021,Spring,0W - 7L,0%,0.8,1.3,210,13.6%,69.8%
huanfeng,2021,Spring,21W - 12L,63.6%,8.5,10.3,474,25.6%,71.9%
iBOY,2021,Spring,21W - 15L,58.3%,3.6,9.7,442,24.2%,59.3%
icon,2021,Spring,16W - 19L,45.7%,3.5,8.9,398,22.2%,68.2%
invincible,2021,Spring,0W - 1L,0%,1.5,7.3,372,20.6%,60%
irma,2021,Spring,7W - 25L,21.9%,2.7,8.3,370,21.7%,69.8%
kaixuan,2021,Spring,1W - 15L,6.3%,1.4,1,209,12.9%,75%
kelin,2021,Spring,2W - 3L,40%,2.5,8.5,413,24.4%,83.1%
meiko,2021,Spring,28W - 8L,77.8%,4.4,1,244,13%,71.5%
rat,2021,Spring,7W - 29L,19.4%,2.4,8.9,402,23.5%,62.9%
ubao,2021,Spring,11W - 26L,29.7%,2.8,8.2,371,21.8%,71.1%
xiaohu,2021,Spring,29W - 8L,78.4%,4.5,8.3,416,21.7%,66.9%
xiye,2021,Spring,0W - 2L,0%,1.0,7.7,350,22.4%,73.2%
zs,2021,Spring,7W - 29L,19.4%,2.2,7.8,358,21.3%,56.8%
369,2020,Summer,27W - 10L,73%,4.0,8.3,408,21.7%,62.1%
705,2020,Summer,0W - 1L,0%,1.5,6.8,301,19.9%,60%
ADD,2020,Summer,3W - 5L,37.5%,2.1,6.8,342,19.4%,63%
Aix,2020,Summer,10W - 9L,52.6%,4.5,5.6,332,19%,67.5%
Aliez,2020,Summer,0W - 1L,0%,0.3,8.2,343,21.9%,50%
Angel,2020,Summer,25W - 17L,59.5%,4.3,7.8,378,21.2%,70.4%
Aodi,2020,Summer,9W - 11L,45%,3.1,7,353,20.3%,58.1%
BBD,2020,Summer,1W - 4L,20%,4.1,7.5,389,23.1%,64.4%
Baolan,2020,Summer,13W - 3L,81.3%,4.2,1.2,252,13.2%,69.3%
Betty,2020,Summer,9W - 9L,50%,6.0,9.1,417,23.8%,67.7%
Bin,2020,Summer,25W - 17L,59.5%,3.1,8.3,410,23%,61%
Biubiu,2020,Summer,26W - 15L,63.4%,3.5,7.7,380,21.1%,55.4%
Breathe,2020,Summer,15W - 25L,37.5%,2.1,8.2,394,22.6%,60.6%
CJJ,2020,Summer,0W - 5L,0%,1.8,8.7,381,22.6%,61.2%
Chelizi,2020,Summer,6W - 24L,20%,2.1,7.7,369,21.9%,62.7%
Crazy,2020,Summer,0W - 3L,0%,1.0,7.5,328,20.8%,45%
Crisp,2020,Summer,22W - 19L,53.7%,3.1,1.3,234,13.3%,64.7%
Cryin,2020,Summer,1W - 3L,25%,3.8,9.3,404,24.9%,83.4%
Cube,2020,Summer,19W - 22L,46.3%,2.9,8,377,21.5%,58.8%
Doinb,2020,Summer,22W - 19L,53.7%,4.1,8.5,408,23.1%,77.5%
Duan,2020,Summer,6W - 13L,31.6%,1.9,1.2,220,13%,62.2%
Elk,2020,Summer,24W - 19L,55.8%,4.2,9.6,445,25%,75.7%
Eric,2020,Summer,3W - 4L,42.9%,2.8,8.6,412,23.4%,70%
Flandre,2020,Summer,9W - 12L,42.9%,2.8,8.9,413,23.3%,72.5%
FoFo,2020,Summer,17W - 22L,43.6%,3.5,8.2,388,22.5%,71.6%
Forge,2020,Summer,2W - 5L,28.6%,2.0,8.6,373,22%,79.3%
GALA,2020,Summer,12W - 9L,57.1%,5.2,10,454,24.8%,65.2%
Garvey,2020,Summer,0W - 1L,0%,1.3,7.1,352,21.9%,57.1%
GimGoon,2020,Summer,9W - 4L,69.2%,2.8,7.1,377,21%,64.5%
H4cker,2020,Summer,15W - 26L,36.6%,2.7,5.3,316,18.3%,67.6%
Hang,2020,Summer,11W - 13L,45.8%,2.4,1.6,232,13.3%,65.6%
Hans SamD,2020,Summer,22W - 14L,61.1%,4.7,10.1,453,25%,65.6%
Haro,2020,Summer,11W - 20L,35.5%,3.3,6.2,351,20.8%,72.9%
Helper,2020,Summer,0W - 6L,0%,2.1,7.3,367,22.6%,75.6%
Holder,2020,Summer,11W - 22L,33.3%,1.9,6.6,340,20.5%,62.9%
Hope,2020,Summer,19W - 14L,57.6%,5.0,9.7,440,24.5%,70%
Iwandy,2020,Summer,7W - 10L,41.2%,3.1,1.4,233,13.4%,71.2%
JackeyLove,2020,Summer,25W - 10L,71.4%,3.9,9.3,449,24%,68.7%
Jiejie,2020,Summer,16W - 11L,59.3%,6.3,5,332,18.4%,74.8%
JunJia,2020,Summer,4W - 7L,36.4%,3.6,5.5,329,19%,71.8%
Kanavi,2020,Summer,28W - 11L,71.8%,4.4,6.5,369,19.7%,64.1%
Karsa,2020,Summer,27W - 10L,73%,4.5,5.2,333,17.7%,66.7%
Khan,2020,Summer,14W - 17L,45.2%,3.2,7.3,365,20.8%,60.2%
Knight,2020,Summer,27W - 10L,73%,7.2,9.1,448,23.8%,77%
Kramer,2020,Summer,22W - 18L,55%,5.1,9.3,431,24.4%,68.7%
Langx,2020,Summer,22W - 17L,56.4%,2.7,7.8,373,21%,58.9%
Ley,2020,Summer,11W - 22L,33.3%,2.7,1.1,225,13.5%,69.5%
Leyan,2020,Summer,9W - 13L,40.9%,2.3,6.6,353,20.2%,67.8%
Light,2020,Summer,13W - 23L,36.1%,3.4,9.3,419,24.4%,71.2%
LokeN,2020,Summer,28W - 11L,71.8%,6.3,9.3,440,23.5%,71.1%
LvMao,2020,Summer,28W - 11L,71.8%,4.1,1.1,242,13%,72.3%
Lwx,2020,Summer,21W - 17L,55.3%,4.5,8.8,419,23.6%,73.1%
Maestro,2020,Summer,8W - 9L,47.1%,2.8,1.1,226,12.9%,53.3%
Maple,2020,Summer,13W - 23L,36.1%,3.4,7.9,368,21.4%,69%
Mark,2020,Summer,22W - 17L,56.4%,3.5,1.1,231,13%,65.2%
Meteor,2020,Summer,14W - 13L,51.9%,4.6,5.8,338,19.5%,78.2%
Ming,2020,Summer,21W - 18L,53.8%,3.3,1.3,242,13.5%,63.3%
Missing,2020,Summer,24W - 19L,55.8%,2.9,1.2,237,13.3%,70.9%
Mitsuki,2020,Summer,3W - 12L,20%,1.6,1.1,214,12.8%,64.8%
Mole,2020,Summer,26W - 15L,63.4%,3.9,7.7,381,21.2%,70.4%
Morgan,2020,Summer,24W - 19L,55.8%,3.4,7.5,365,20.6%,57.2%
Natural,2020,Summer,0W - 6L,0%,0.7,8.3,366,22.5%,44.5%
New,2020,Summer,21W - 17L,55.3%,2.6,7.6,370,20.7%,48.4%
Ning,2020,Summer,26W - 15L,63.4%,4.3,5.5,343,18.6%,70%
Peanut,2020,Summer,22W - 18L,55%,3.8,5.7,338,19%,71.6%
Ppgod,2020,Summer,26W - 15L,63.4%,3.7,1.1,236,13.1%,71.2%
Puff,2020,Summer,26W - 15L,63.4%,4.3,9.4,445,24.1%,64.2%
Qiuqiu,2020,Summer,2W - 0L,100%,4.4,8.2,431,21.1%,63.2%
RooKie,2020,Summer,26W - 15L,63.4%,3.9,8,396,21.5%,68.5%
Ruby,2020,Summer,3W - 15L,16.7%,2.6,7.2,356,22%,72.8%
Scout,2020,Summer,20W - 18L,52.6%,5.2,8.6,415,23.2%,75.4%
ShiauC,2020,Summer,13W - 27L,32.5%,2.3,1.1,233,13.5%,69.7%
SmLz,2020,Summer,12W - 22L,35.3%,2.6,9.2,408,23.7%,62.4%
SofM,2020,Summer,25W - 17L,59.5%,3.8,5.5,328,18.3%,71.9%
Sora,2020,Summer,4W - 10L,28.6%,4.0,1.2,231,13.7%,76.2%
Southwind,2020,Summer,11W - 10L,52.4%,3.1,1.1,240,13.2%,62%
SwordArt,2020,Summer,25W - 17L,59.5%,3.4,1.1,239,13.4%,68.5%
Teacherma,2020,Summer,24W - 19L,55.8%,4.1,7.8,379,21.3%,73.8%
TheShy,2020,Summer,26W - 15L,63.4%,2.2,8.3,419,22.7%,55.8%
Tian,2020,Summer,22W - 19L,53.7%,3.3,5.7,338,19.2%,71.7%
Twila,2020,Summer,6W - 30L,16.7%,2.0,8.1,370,22.3%,62.5%
Wei,2020,Summer,13W - 27L,32.5%,2.7,5.8,345,19.9%,73.3%
WeiWei,2020,Summer,26W - 15L,63.4%,5.9,6.1,358,19.8%,76.2%
Wings,2020,Summer,17W - 22L,43.6%,3.4,9.9,430,24.9%,61.5%
Wink,2020,Summer,11W - 20L,35.5%,2.6,9.6,427,24.6%,62.9%
Wuming,2020,Summer,8W - 10L,44.4%,3.9,7.3,352,21.1%,67.2%
XLB,2020,Summer,21W - 18L,53.8%,4.0,5.3,332,18.5%,69.9%
Xiaobai,2020,Summer,13W - 22L,37.1%,2.1,7.4,357,20.5%,50.1%
Xiaopeng,2020,Summer,6W - 30L,16.7%,2.0,5.6,323,19.1%,75%
XinMo,2020,Summer,17W - 22L,43.6%,2.5,0.9,218,12.7%,65%
Xubin,2020,Summer,6W - 24L,20%,2.8,8.9,399,23.6%,63.8%
Xx,2020,Summer,13W - 23L,36.1%,3.2,5.4,313,18.3%,71.8%
Y4,2020,Summer,4W - 1L,80%,17.0,8.8,433,23.9%,78.1%
Yagao,2020,Summer,28W - 11L,71.8%,6.6,8.5,417,22.4%,67%
Youdang,2020,Summer,0W - 5L,0%,1.1,4.7,301,19.1%,65.7%
Yui,2020,Summer,3W - 18L,14.3%,1.9,1.1,222,13.4%,64.2%
ZWuJi,2020,Summer,11W - 25L,30.6%,3.0,8.8,397,23.7%,67.7%
Zeka,2020,Summer,17W - 17L,50%,6.4,7.8,384,21.6%,69.2%
Zoom,2020,Summer,28W - 11L,71.8%,4.3,8.2,399,21.4%,62.4%
beishang,2020,Summer,24W - 19L,55.8%,5.2,6.1,352,19.7%,75.4%
chenlun17,2020,Summer,4W - 11L,26.7%,1.8,7.6,354,21.7%,53.7%
cold,2020,Summer,11W - 16L,40.7%,2.7,1.1,225,12.8%,64.9%
fenfen,2020,Summer,13W - 25L,34.2%,3.0,7.8,373,21.5%,65.7%
heal,2020,Summer,2W - 2L,50%,2.3,1,225,12.6%,75%
huanfeng,2020,Summer,25W - 17L,59.5%,4.4,9.3,430,24.2%,66%
iBOY,2020,Summer,19W - 22L,46.3%,3.7,9.3,423,24%,69.3%
icon,2020,Summer,15W - 26L,36.6%,2.8,8.5,389,22.4%,63.4%
irma,2020,Summer,0W - 2L,0%,2.0,7.8,363,21.3%,61.8%
kaixuan,2020,Summer,0W - 3L,0%,1.0,1.3,236,15.4%,64.6%
killua,2020,Summer,0W - 1L,0%,1.5,0.6,216,13.8%,100%
kingen,2020,Summer,14W - 17L,45.2%,2.0,7.3,356,20.8%,65.2%
l3est16,2020,Summer,3W - 9L,25%,2.3,5.6,320,19.1%,72.4%
meiko,2020,Summer,20W - 18L,52.6%,3.6,1.1,234,13.1%,67.3%
rat,2020,Summer,2W - 7L,22.2%,3.7,9,412,23.5%,62.9%
xiaohu,2020,Summer,20W - 15L,57.1%,4.8,8.6,413,22.7%,71.5%
xiaoxiang,2020,Summer,11W - 7L,61.1%,3.5,7.8,394,21.4%,63.9%
xiye,2020,Summer,22W - 18L,55%,4.0,8.3,398,22.5%,71.8%
yuyanjia,2020,Summer,27W - 10L,73%,4.7,1,241,12.8%,67%
369,2020,Spring,23W - 14L,62.2%,3.5,7.9,387,21.6%,58.2%
705,2020,Spring,10W - 10L,50%,2.3,7.2,343,19.8%,61.9%
ADD,2020,Spring,3W - 5L,37.5%,2.5,6.3,335,19.7%,73%
Aix,2020,Spring,18W - 13L,58.1%,4.1,5.5,332,18.9%,67.2%
Aliez,2020,Spring,1W - 27L,3.6%,1.2,7.1,331,20.8%,44.2%
Angel,2020,Spring,19W - 22L,46.3%,4.8,7.8,385,22%,73.1%
Aodi,2020,Spring,12W - 8L,60%,4.2,7,363,20.9%,61.3%
As6,2020,Spring,1W - 8L,11.1%,1.4,4.5,282,17.6%,63.9%
Asura,2020,Spring,11W - 15L,42.3%,3.2,7.8,394,23.2%,77%
Betty,2020,Spring,20W - 18L,52.6%,5.6,8.7,418,23.9%,69.2%
Bin,2020,Spring,8W - 11L,42.1%,2.0,7.8,376,21.8%,54.8%
Biubiu,2020,Spring,11W - 11L,50%,2.7,6.6,349,19.9%,57.6%
Bless,2020,Spring,0W - 4L,0%,0.9,4.5,254,16.5%,79.2%
Breathe,2020,Spring,17W - 21L,44.7%,1.9,7.7,375,21.7%,52.9%
Chance,2020,Spring,5W - 10L,33.3%,2.5,1.2,227,13.4%,72.9%
Chieftain,2020,Spring,3W - 9L,25%,1.8,5.1,285,17.9%,69.1%
Crazy,2020,Spring,12W - 14L,46.2%,2.9,7.5,357,21.3%,52.3%
Crisp,2020,Spring,27W - 13L,67.5%,5.0,1.2,240,13.3%,69.8%
Cryin,2020,Spring,23W - 14L,62.2%,6.3,8.3,424,23.2%,72.6%
Cube,2020,Spring,21W - 22L,48.8%,3.3,7.3,358,21%,59.5%
Daylight,2020,Spring,0W - 2L,0%,1.4,4.7,285,18.2%,58.8%
Doinb,2020,Spring,27W - 13L,67.5%,5.7,8.5,425,23.5%,73%
Duan,2020,Spring,15W - 24L,38.5%,2.1,1.6,234,13.8%,64.5%
Elk,2020,Spring,20W - 21L,48.8%,4.2,8.6,429,24.5%,75%
Flandre,2020,Spring,12W - 21L,36.4%,2.2,7.9,376,22.3%,64.5%
FoFo,2020,Spring,20W - 22L,47.6%,4.7,8.2,384,22.4%,74.7%
Forge,2020,Spring,19W - 14L,57.6%,3.3,8.4,399,22.7%,69.4%
GALA,2020,Spring,14W - 21L,40%,3.8,9.3,416,23.9%,65.3%
GimGoon,2020,Spring,20W - 7L,74.1%,4.7,7.4,370,20.3%,55%
H4cker,2020,Spring,17W - 21L,44.7%,3.2,5.6,322,18.6%,69.5%
Hang,2020,Spring,13W - 13L,50%,3.0,1.7,242,13.9%,72.6%
Haro,2020,Spring,12W - 14L,46.2%,3.7,5.5,337,20.5%,76.7%
Holder,2020,Spring,6W - 8L,42.9%,3.1,6.5,335,20.3%,66.5%
Hope,2020,Spring,23W - 18L,56.1%,7.7,9.4,437,25.2%,72.3%
Iwandy,2020,Spring,0W - 2L,0%,0.3,1.2,195,13.2%,60%
JackeyLove,2020,Spring,6W - 0L,100%,4.3,9.3,470,24.5%,66.2%
Jett,2020,Spring,4W - 6L,40%,2.5,6.9,334,19.9%,67.8%
Jiejie,2020,Spring,8W - 6L,57.1%,7.5,4.8,327,18.6%,75.5%
Jinoo,2020,Spring,8W - 6L,57.1%,3.3,7.1,354,20.2%,51.1%
JunJia,2020,Spring,15W - 12L,55.6%,3.3,4.5,296,17.2%,73.4%
Kanavi,2020,Spring,26W - 10L,72.2%,5.9,6.2,371,20.4%,77.3%
Karsa,2020,Spring,23W - 14L,62.2%,3.7,5.2,331,18.4%,69.2%
Khan,2020,Spring,7W - 6L,53.8%,2.8,7.2,386,21.6%,57.7%
Knight,2020,Spring,23W - 14L,62.2%,5.3,8.5,416,23.1%,76.3%
Kramer,2020,Spring,15W - 23L,39.5%,3.5,8.3,421,24.5%,76.7%
Langx,2020,Spring,20W - 18L,52.6%,3.9,8,383,22%,64%
Ley,2020,Spring,18W - 22L,45%,2.4,1.6,239,14.3%,72.4%
Leyan,2020,Spring,20W - 7L,74.1%,3.1,5.7,357,18.9%,60.5%
Lies,2020,Spring,11W - 18L,37.9%,2.1,6.8,333,19.3%,57.4%
Light,2020,Spring,4W - 11L,26.7%,2.7,9.6,412,25%,57.7%
LokeN,2020,Spring,26W - 10L,72.2%,7.1,9.4,441,24.3%,68.4%
LvMao,2020,Spring,26W - 10L,72.2%,5.1,1.2,239,13.2%,71.4%
Lwx,2020,Spring,27W - 13L,67.5%,6.3,9.1,437,24.3%,72.8%
Maestro,2020,Spring,8W - 9L,47.1%,2.1,1,210,12.7%,70.1%
Maple,2020,Spring,15W - 26L,36.6%,3.9,7.9,372,22.2%,70.6%
Mark,2020,Spring,14W - 21L,40%,2.6,1.2,230,13.3%,62.3%
Max,2020,Spring,0W - 16L,0%,0.9,1.6,215,13.9%,55.6%
Meteor,2020,Spring,20W - 22L,47.6%,3.6,5.5,327,19%,73.3%
Ming,2020,Spring,20W - 18L,52.6%,3.7,1.7,244,14%,66.2%
Missing,2020,Spring,20W - 21L,48.8%,3.7,1.4,247,14.2%,74.9%
Mole,2020,Spring,1W - 26L,3.7%,1.4,7.5,351,22.3%,73.1%
Morgan,2020,Spring,20W - 21L,48.8%,2.8,7.4,370,21.2%,57.7%
Natural,2020,Spring,14W - 20L,41.2%,2.8,8.3,393,22.5%,52.7%
Ning,2020,Spring,8W - 4L,66.7%,3.2,5.1,319,18.1%,61.2%
Peanut,2020,Spring,15W - 23L,39.5%,3.7,5.5,338,19.5%,76.5%
Photic,2020,Spring,17W - 14L,54.8%,3.6,8.6,415,23.4%,69.2%
Puff,2020,Spring,28W - 11L,71.8%,4.5,9.1,448,24.2%,61.2%
Qiuqiu,2020,Spring,17W - 9L,65.4%,4.3,1.1,238,13.3%,70.6%
RooKie,2020,Spring,28W - 11L,71.8%,3.4,7.6,389,21%,68.2%
Ruby,2020,Spring,14W - 17L,45.2%,2.6,7.2,352,21.1%,66.1%
Scout,2020,Spring,23W - 18L,56.1%,5.0,8.6,406,23.4%,63%
ShiauC,2020,Spring,23W - 14L,62.2%,3.7,1.1,251,13.8%,71.8%
SmLz,2020,Spring,17W - 21L,44.7%,3.2,8.9,411,23.8%,60.3%
SofM,2020,Spring,19W - 22L,46.3%,3.3,5.3,317,18.3%,74%
Southwind,2020,Spring,28W - 11L,71.8%,4.7,1.5,256,13.8%,65.2%
SwordArt,2020,Spring,19W - 22L,46.3%,3.0,1,226,13%,70.9%
Teacherma,2020,Spring,16W - 15L,51.6%,4.4,7.2,369,20.9%,71.1%
TheShy,2020,Spring,28W - 11L,71.8%,2.2,7.9,415,22.4%,53.5%
Tian,2020,Spring,27W - 13L,67.5%,3.9,5.1,329,18.2%,67.9%
Wei,2020,Spring,23W - 14L,62.2%,4.9,4.5,322,17.6%,77.4%
WeiWei,2020,Spring,0W - 2L,0%,3.1,7.9,376,24.5%,75.1%
WeiYan,2020,Spring,6W - 8L,42.9%,2.7,4.7,317,18.6%,76.2%
Wink,2020,Spring,23W - 14L,62.2%,6.1,10,463,25.4%,71.4%
Wuming,2020,Spring,4W - 5L,44.4%,3.6,6.7,342,20.6%,79.7%
XLB,2020,Spring,20W - 18L,52.6%,3.2,4.8,305,17.5%,68%
Xiaobai,2020,Spring,23W - 14L,62.2%,3.6,7.1,366,20.1%,56.8%
Xiaopeng,2020,Spring,14W - 17L,45.2%,3.2,5.2,325,18.4%,73.1%
Xiaowei,2020,Spring,5W - 4L,55.6%,4.4,8.2,378,21.5%,67.8%
XinMo,2020,Spring,20W - 22L,47.6%,2.5,1,228,13.3%,66.5%
Xx,2020,Spring,15W - 26L,36.6%,2.5,4.9,307,18.3%,67.2%
Y4,2020,Spring,1W - 32L,3%,1.9,6.1,338,21.5%,66.8%
Yagao,2020,Spring,26W - 10L,72.2%,6.1,8.2,391,21.5%,66.5%
Yuuki,2020,Spring,14W - 22L,38.9%,2.8,8.3,393,22.7%,66.7%
ZWuJi,2020,Spring,18W - 22L,45%,4.0,8.1,400,23.9%,73.4%
Zeka,2020,Spring,2W - 8L,20%,3.3,7.7,345,22.2%,63.3%
Zoom,2020,Spring,16W - 0L,100%,6.6,8.2,421,21.8%,61.4%
beishang,2020,Spring,20W - 21L,48.8%,4.4,5.5,341,19.4%,74.8%
chenlun17,2020,Spring,3W - 5L,37.5%,2.1,6.6,333,19.9%,59.5%
clx,2020,Spring,1W - 27L,3.6%,1.4,6.2,316,19.9%,60.4%
cold,2020,Spring,17W - 21L,44.7%,2.6,1.5,236,13.6%,62.4%
fearness,2020,Spring,3W - 3L,50%,1.9,7.6,373,21.6%,56.7%
fenfen,2020,Spring,2W - 3L,40%,2.3,6.4,350,19.6%,67.6%
huanfeng,2020,Spring,19W - 20L,48.7%,3.9,9.8,453,25.9%,73.5%
iBOY,2020,Spring,21W - 22L,48.8%,4.3,8.9,415,24.3%,68.4%
icon,2020,Spring,17W - 21L,44.7%,2.9,8.4,383,22.2%,66.7%
jinjiao,2020,Spring,20W - 22L,47.6%,3.7,9,417,24.2%,64.9%
killua,2020,Spring,10W - 13L,43.5%,3.2,2,247,14%,80.4%
kingen,2020,Spring,17W - 17L,50%,2.5,7.5,369,21.5%,56.4%
meiko,2020,Spring,23W - 18L,56.1%,3.2,1,229,13.2%,64.2%
melody,2020,Spring,0W - 1L,0%,3.0,7.2,299,20%,50%
xiaohan,2020,Spring,0W - 22L,0%,1.5,4.9,306,19.5%,73.2%
xiaohu,2020,Spring,20W - 18L,52.6%,3.7,8.3,394,22.6%,64.9%
xiaoxiang,2020,Spring,3W - 4L,42.9%,2.1,7,344,20.4%,36%
xiye,2020,Spring,9W - 17L,34.6%,3.1,7.9,385,22.3%,68.6%
yuyanjia,2020,Spring,6W - 5L,54.5%,2.9,0.9,242,13.4%,66.4%
