Player,Year,Split,Record:,Win Rate:,KDA:,CS per Minute:,Gold Per Minute:,Gold%:,Kill Participation:
Dreams,2021,Spring,1W - 2L,33.3%,2.8,0.7,211,11.7%,67.7%
FBI,2021,Spring,11W - 7L,61.1%,4.7,7.7,432,24.1%,76.8%
FakeGod,2021,Spring,11W - 7L,61.1%,3.4,7.4,383,21.4%,65.7%
Finn,2021,Spring,5W - 13L,27.8%,2.8,7.6,369,21.2%,66.6%
Fudge,2021,Spring,13W - 5L,72.2%,6.0,7.8,387,20.4%,59.7%
Griffin,2021,Spring,1W - 5L,16.7%,2.7,6,329,19.2%,69.3%
Huhi,2021,Spring,11W - 7L,61.1%,3.2,2.4,257,14.4%,73.6%
Huni,2021,Spring,12W - 6L,66.7%,4.2,7.9,392,21.4%,65.6%
Iconic,2021,Spring,3W - 15L,16.7%,1.9,6.8,321,19.8%,55.6%
IgNar,2021,Spring,10W - 8L,55.6%,3.2,1.3,228,12.8%,58%
Impact,2021,Spring,10W - 8L,55.6%,3.0,7.1,369,20.9%,72.1%
Insanity,2021,Spring,7W - 11L,38.9%,4.2,9.2,399,23.3%,67%
Jensen,2021,Spring,12W - 6L,66.7%,6.0,9,407,21.8%,68%
Jiizuke,2021,Spring,10W - 8L,55.6%,3.5,9.1,420,23.7%,67.5%
Johnsun,2021,Spring,6W - 12L,33.3%,3.9,8.1,394,22.8%,71.6%
Josedeodo,2021,Spring,6W - 12L,33.3%,3.2,6.7,347,20.2%,65.2%
Licorice,2021,Spring,6W - 12L,33.3%,2.3,7.7,365,21.2%,57.6%
Lost,2021,Spring,12W - 6L,66.7%,4.4,9,436,23.7%,70.3%
Neo,2021,Spring,11W - 7L,61.1%,5.6,8.7,430,24%,74.3%
Newbie,2021,Spring,3W - 15L,16.7%,2.0,1.3,218,13.4%,79.6%
Niles,2021,Spring,3W - 15L,16.7%,1.1,6.9,326,20%,64.8%
Palafox,2021,Spring,6W - 12L,33.3%,2.7,8.7,388,22.5%,59.6%
Perkz,2021,Spring,13W - 5L,72.2%,4.5,9.3,442,23.2%,67.4%
Pobelter,2021,Spring,4W - 5L,44.4%,2.2,8.6,401,22.4%,65.1%
PowerOfEvil,2021,Spring,12W - 6L,66.7%,3.6,9.6,428,23.3%,60.6%
Raes,2021,Spring,7W - 11L,38.9%,3.0,8.1,392,23%,72.5%
Revenge,2021,Spring,7W - 11L,38.9%,2.5,7.7,360,20.9%,62.9%
Ryoma,2021,Spring,3W - 3L,50%,5.3,8.6,381,21.7%,72.2%
Santorin,2021,Spring,12W - 6L,66.7%,5.5,6.5,358,19.2%,65.1%
Smoothie,2021,Spring,5W - 13L,27.8%,2.8,1,217,12.5%,72.3%
Soligo,2021,Spring,11W - 7L,61.1%,4.4,8.5,393,22%,66.2%
Spica,2021,Spring,12W - 6L,66.7%,4.3,6.1,343,18.7%,60.7%
Stixxay,2021,Spring,3W - 15L,16.7%,1.9,9.1,392,24.1%,76%
Svenskeren,2021,Spring,10W - 8L,55.6%,2.7,6.1,337,19%,66.9%
SwordArt,2021,Spring,12W - 6L,66.7%,3.7,1.2,238,13%,69.7%
Tactical,2021,Spring,12W - 6L,66.7%,3.7,9,431,23.1%,62.8%
Vulcan,2021,Spring,13W - 5L,72.2%,3.3,1,239,12.5%,67.6%
WildTurtle,2021,Spring,5W - 13L,27.8%,2.5,9.9,444,25.5%,61.4%
Xerxe,2021,Spring,7W - 11L,38.9%,4.2,6.3,334,19.5%,65.4%
Zven,2021,Spring,13W - 5L,72.2%,5.3,9.3,445,23.4%,69.2%
rjs,2021,Spring,1W - 8L,11.1%,2.7,8.2,371,21.9%,69.4%
ssumday,2021,Spring,11W - 7L,61.1%,2.3,7.9,375,21.1%,57.3%
Akaadian,2020,Summer,0W - 6L,0%,1.2,6,309,19.2%,70.9%
Altec,2020,Summer,0W - 4L,0%,0.4,9.2,367,24.2%,25%
Aphromoo,2020,Summer,6W - 13L,31.6%,3.3,0.9,214,12.8%,65.1%
Apollo,2020,Summer,4W - 10L,28.6%,2.7,8.5,374,23%,72.9%
Bang,2020,Summer,8W - 10L,44.4%,3.5,9.4,407,23.6%,59.3%
Biofrost,2020,Summer,6W - 4L,60%,2.7,1.2,230,13%,58.2%
Bjergsen,2020,Summer,12W - 6L,66.7%,6.5,8.7,404,22.8%,71.4%
Blaber,2020,Summer,13W - 5L,72.2%,4.5,6.6,382,20.2%,75.5%
Brokenblade,2020,Summer,12W - 6L,66.7%,3.4,7.7,372,21%,54.9%
Broxah,2020,Summer,15W - 3L,83.3%,7.8,5.7,333,18.2%,70%
Closer,2020,Summer,9W - 9L,50%,3.3,6.2,342,19.4%,73.7%
Cody Sun,2020,Summer,7W - 11L,38.9%,4.2,9,409,23.2%,64.1%
Contractz,2020,Summer,6W - 6L,50%,4.2,6.1,355,19.6%,69.9%
CoreJJ,2020,Summer,15W - 3L,83.3%,6.5,1.1,242,13.2%,72.1%
Damonte,2020,Summer,9W - 9L,50%,3.6,8.7,391,22.2%,68.6%
Dardoch,2020,Summer,6W - 7L,46.2%,3.2,6.2,338,19.9%,75.3%
Doublelift,2020,Summer,12W - 6L,66.7%,4.2,9.9,452,25.4%,67%
Eika,2020,Summer,0W - 4L,0%,1.0,8.8,363,24%,79.2%
FBI,2020,Summer,9W - 9L,50%,4.7,9.6,425,24.2%,70.4%
FeniX,2020,Summer,6W - 7L,46.2%,4.1,8.3,365,21.5%,66.7%
Fragas,2020,Summer,0W - 3L,0%,0.6,4.8,276,17.6%,56%
Froggen,2020,Summer,0W - 6L,0%,2.5,8.7,368,22.8%,76.8%
Gate,2020,Summer,0W - 4L,0%,0.6,0.9,195,12.9%,47.9%
Goldenglue,2020,Summer,3W - 5L,37.5%,2.5,8.6,386,23%,66%
Griffin,2020,Summer,5W - 11L,31.3%,3.1,5.2,303,18%,72.5%
Hakuho,2020,Summer,4W - 10L,28.6%,2.4,1.1,213,13.1%,71.3%
Hauntzer,2020,Summer,9W - 9L,50%,2.7,8.2,379,21.5%,59.6%
Huhi,2020,Summer,9W - 9L,50%,3.6,1,224,12.7%,73.8%
Huni,2020,Summer,3W - 5L,37.5%,2.1,7.6,369,21.8%,72.3%
IgNar,2020,Summer,12W - 6L,66.7%,5.2,1.2,239,13.2%,71.4%
Impact,2020,Summer,15W - 3L,83.3%,2.8,7.6,366,20.1%,56.5%
Insanity,2020,Summer,4W - 10L,28.6%,3.0,8.6,390,23.9%,74.6%
Jensen,2020,Summer,15W - 3L,83.3%,5.7,9.3,433,23.7%,71%
Jiizuke,2020,Summer,5W - 5L,50%,2.7,9.2,434,24.6%,65.2%
Johnsun,2020,Summer,6W - 13L,31.6%,3.9,9.7,418,25%,66.1%
Kumo,2020,Summer,5W - 5L,50%,2.0,7.6,370,21.2%,69.8%
Licorice,2020,Summer,13W - 5L,72.2%,3.5,8.1,415,21.9%,60.6%
Lourlo,2020,Summer,2W - 4L,33.3%,4.8,7.6,345,20.2%,55.2%
Mash,2020,Summer,4W - 4L,50%,4.9,8.3,391,22.1%,62.6%
Meteos,2020,Summer,1W - 5L,16.7%,1.5,5.4,302,17.9%,70.8%
Nisqy,2020,Summer,13W - 5L,72.2%,7.4,8.2,397,21%,75.6%
Pobelter,2020,Summer,5W - 12L,29.4%,2.1,9.2,398,23.5%,70.8%
Poome,2020,Summer,6W - 6L,50%,3.1,1.1,228,12.6%,64.8%
Potluck,2020,Summer,0W - 4L,0%,1.2,5.1,276,18.1%,78.1%
PowerOfEvil,2020,Summer,12W - 6L,66.7%,6.0,9.6,442,24.5%,72.4%
Ruin,2020,Summer,4W - 13L,23.5%,1.8,7.8,365,22%,64.4%
Ryoma,2020,Summer,7W - 11L,38.9%,3.3,8.8,396,22.4%,66.2%
Santorin,2020,Summer,12W - 6L,66.7%,6.4,5.5,330,18.3%,78.1%
Smoothie,2020,Summer,5W - 14L,26.3%,2.5,1,207,12.4%,74.6%
Spica,2020,Summer,12W - 6L,66.7%,3.7,5.2,316,17.8%,70.8%
Stixxay,2020,Summer,5W - 14L,26.3%,2.9,9.5,405,24.1%,61.2%
Stunt,2020,Summer,1W - 5L,16.7%,1.5,1,209,12.4%,69.5%
Svenskeren,2020,Summer,8W - 10L,44.4%,1.9,5.3,307,17.9%,66.7%
Tactical,2020,Summer,15W - 3L,83.3%,7.1,9.9,454,24.8%,72.1%
Treatz,2020,Summer,6W - 2L,75%,11.7,0.9,229,12.9%,79.7%
Tuesday,2020,Summer,0W - 2L,0%,1.3,9.5,377,24.3%,75%
V1PER,2020,Summer,4W - 9L,30.8%,2.2,7.6,343,20.8%,65.5%
Vulcan,2020,Summer,13W - 5L,72.2%,6.8,0.9,252,13.3%,67.6%
WildTurtle,2020,Summer,8W - 2L,80%,9.6,9.3,427,23.3%,74.8%
Xmithie,2020,Summer,4W - 10L,28.6%,1.8,5.6,311,19.1%,72.6%
Zeyzal,2020,Summer,8W - 10L,44.4%,3.1,1,225,13.1%,70.6%
Zven,2020,Summer,13W - 5L,72.2%,7.2,9.5,447,23.6%,61.2%
allorim,2020,Summer,4W - 10L,28.6%,1.6,7.4,339,20.8%,58.8%
rjs,2020,Summer,1W - 1L,50%,2.7,7.4,387,21.9%,86.8%
sOAZ,2020,Summer,0W - 4L,0%,0.5,7.1,316,20.8%,39.6%
solo,2020,Summer,12W - 6L,66.7%,3.7,7.7,384,21.3%,60.5%
ssumday,2020,Summer,7W - 11L,38.9%,4.7,8.5,403,22.8%,59.3%
Akaadian,2020,Spring,4W - 4L,50%,3.7,5.3,329,19.4%,58.9%
Altec,2020,Spring,5W - 5L,50%,3.9,8.9,399,24.8%,68.3%
Aphromoo,2020,Spring,9W - 11L,45%,2.5,1,217,13%,61.9%
Apollo,2020,Spring,3W - 6L,33.3%,5.7,9.3,409,25.2%,68.2%
Armao,2020,Spring,5W - 7L,41.7%,1.9,4.7,282,17%,68.4%
Bang,2020,Spring,11W - 8L,57.9%,9.1,8.8,414,24.1%,67.4%
Biofrost,2020,Spring,9W - 9L,50%,4.7,1.1,229,13.6%,70.7%
Bjergsen,2020,Spring,9W - 9L,50%,5.3,8.2,378,22.5%,66.1%
Blaber,2020,Spring,17W - 1L,94.4%,6.6,6,368,19.4%,71.4%
Brokenblade,2020,Spring,9W - 9L,50%,3.8,7.1,361,21.6%,65%
Broxah,2020,Spring,5W - 7L,41.7%,4.0,4.7,292,17.1%,72.7%
Closer,2020,Spring,9W - 10L,47.4%,2.5,5.1,306,18.2%,74.3%
Cody Sun,2020,Spring,11W - 9L,55%,4.5,8.9,410,24.2%,70.7%
CoreJJ,2020,Spring,7W - 11L,38.9%,4.7,1.1,221,13.1%,71.3%
Crown,2020,Spring,1W - 7L,12.5%,1.7,7.5,343,21.6%,55.6%
Dardoch,2020,Spring,9W - 9L,50%,2.7,4.5,289,17.3%,68.4%
Doublelift,2020,Spring,5W - 10L,33.3%,3.3,10.1,433,25.7%,69%
Eika,2020,Spring,8W - 11L,42.1%,3.1,8.7,376,23.4%,67%
FBI,2020,Spring,9W - 10L,47.4%,4.1,9.5,413,24.5%,66.4%
Froggen,2020,Spring,9W - 11L,45%,4.8,8.5,377,22.6%,72.6%
Goldenglue,2020,Spring,9W - 10L,47.4%,2.4,8,369,21.9%,58%
Griffin,2020,Spring,3W - 15L,16.7%,2.3,5.4,305,18.8%,79.3%
Hakuho,2020,Spring,8W - 11L,42.1%,2.9,1,217,13.5%,67.9%
Hauntzer,2020,Spring,9W - 10L,47.4%,2.1,8.2,373,22.2%,57.4%
Huhi,2020,Spring,4W - 3L,57.1%,1.9,1,237,13.8%,64.7%
Huni,2020,Spring,9W - 11L,45%,2.0,7.8,365,21.9%,58.1%
IgNar,2020,Spring,10W - 9L,52.6%,3.6,1.3,222,13.3%,68.6%
Impact,2020,Spring,7W - 11L,38.9%,2.8,7.2,352,20.7%,55.8%
Jensen,2020,Spring,7W - 11L,38.9%,4.4,9,390,23%,72.5%
Jiizuke,2020,Spring,11W - 8L,57.9%,3.6,9,413,23.8%,68.8%
Johnsun,2020,Spring,9W - 11L,45%,4.1,9.5,410,24.6%,67.4%
KEITH,2020,Spring,5W - 7L,41.7%,1.2,0.9,213,12.8%,54.3%
Kobbe,2020,Spring,9W - 9L,50%,5.2,9.7,418,25%,70.9%
Kumo,2020,Spring,11W - 8L,57.9%,2.4,7.6,363,21.1%,48.6%
Licorice,2020,Spring,17W - 1L,94.4%,4.8,8.6,416,21.9%,51.2%
Meteos,2020,Spring,11W - 9L,55%,3.1,4.8,299,17.7%,62.8%
Nisqy,2020,Spring,17W - 1L,94.4%,6.7,7.5,386,20.4%,70.9%
Pobelter,2020,Spring,2W - 8L,20%,2.7,8.7,387,23.3%,68.5%
PowerOfEvil,2020,Spring,10W - 9L,52.6%,3.9,9.2,406,24.3%,66.4%
Ruin,2020,Spring,3W - 15L,16.7%,2.4,7.6,361,22.2%,73%
Ryoma,2020,Spring,11W - 9L,55%,3.8,7.7,364,21.6%,70.8%
Santorin,2020,Spring,10W - 9L,52.6%,3.2,4.8,296,17.8%,76.6%
Shernfire,2020,Spring,2W - 4L,33.3%,2.5,4.8,296,17.8%,77.8%
Smoothie,2020,Spring,3W - 15L,16.7%,2.5,1,208,12.8%,63.7%
Stixxay,2020,Spring,2W - 14L,12.5%,3.3,9,387,23.7%,68.3%
Stunt,2020,Spring,11W - 9L,55%,1.9,1.1,226,13.3%,61.3%
Svenskeren,2020,Spring,11W - 8L,57.9%,2.4,4.6,295,17.1%,63.5%
Tactical,2020,Spring,2W - 1L,66.7%,5.5,10,463,26.3%,76.1%
V1PER,2020,Spring,8W - 7L,53.3%,2.5,8,359,21.5%,51.8%
Vulcan,2020,Spring,17W - 1L,94.4%,7.9,1.4,268,14.1%,66.9%
WildTurtle,2020,Spring,10W - 9L,52.6%,3.6,8.5,385,23.1%,59.3%
Wind,2020,Spring,1W - 1L,50%,2.0,8.2,360,22.3%,56%
Xmithie,2020,Spring,8W - 11L,42.1%,2.0,4.7,285,17.7%,71%
Zeyzal,2020,Spring,11W - 8L,57.9%,5.0,1.6,243,14%,62.1%
Zven,2020,Spring,17W - 1L,94.4%,12.3,9.4,461,24.3%,71.3%
sOAZ,2020,Spring,8W - 11L,42.1%,1.9,7.1,330,20.5%,52.9%
solo,2020,Spring,2W - 2L,50%,2.3,7.1,345,20.9%,70%
ssumday,2020,Spring,11W - 9L,55%,3.5,8.4,394,23.3%,54.7%
