Team,Year,Split,Role,Player
DAMWON Gaming,2020,Spring,BOT,Nuclear
DAMWON Gaming,2020,Spring,BOT,BeryL
DAMWON Gaming,2020,Spring,SUPPORT,Hoit
DAMWON Gaming,2020,Spring,SUPPORT,Nuclear
DAMWON Gaming,2020,Spring,SUPPORT,Ghost
DragonX,2020,Spring,TOP,Doran
DragonX,2020,Spring,JUNGLE,Pyosik
DragonX,2020,Spring,MID,Chovy
DragonX,2020,Spring,BOT,Deft
DragonX,2020,Spring,SUPPORT,Keria
DragonX,2020,Spring,TOP,Chovy
DragonX,2020,Spring,MID,Quad
DragonX,2020,Spring,BOT,Keria
DragonX,2020,Spring,SUPPORT,Deft
Gen.G eSports,2020,Spring,TOP,Rascal
Gen.G eSports,2020,Spring,JUNGLE,Clid
Gen.G eSports,2020,Spring,MID,Bdd
Gen.G eSports,2020,Spring,BOT,Ruler
Gen.G eSports,2020,Spring,SUPPORT,Life
Gen.G eSports,2020,Spring,BOT,Life
Gen.G eSports,2020,Spring,SUPPORT,Kellin
Gen.G eSports,2020,Spring,SUPPORT,Ruler
Griffin,2020,Spring,TOP,Sw0rd
Griffin,2020,Spring,JUNGLE,Tarzan
Griffin,2020,Spring,MID,Ucal
Griffin,2020,Spring,BOT,Viper
Griffin,2020,Spring,SUPPORT,Kabbie
Griffin,2020,Spring,TOP,Hoya
Griffin,2020,Spring,TOP,Untara
Griffin,2020,Spring,MID,Naehyun
Griffin,2020,Spring,BOT,Kabbie
Griffin,2020,Spring,SUPPORT,Viper
Hanwha Life eSports,2020,Spring,TOP,CuVee
Hanwha Life eSports,2020,Spring,JUNGLE,Haru
Hanwha Life eSports,2020,Spring,MID,Lava
Hanwha Life eSports,2020,Spring,BOT,Vsta
Hanwha Life eSports,2020,Spring,SUPPORT,Lehends
Hanwha Life eSports,2020,Spring,MID,Tempt
Hanwha Life eSports,2020,Spring,BOT,Lava
Hanwha Life eSports,2020,Spring,BOT,Zenit
Hanwha Life eSports,2020,Spring,BOT,Lehends
Hanwha Life eSports,2020,Spring,SUPPORT,Vsta
Hanwha Life eSports,2020,Spring,SUPPORT,Lava
KT Rolster,2020,Spring,TOP,SoHwan
KT Rolster,2020,Spring,JUNGLE,bono
KT Rolster,2020,Spring,MID,kurO
KT Rolster,2020,Spring,BOT,Aiming
KT Rolster,2020,Spring,SUPPORT,TusiN
KT Rolster,2020,Spring,TOP,Ray
KT Rolster,2020,Spring,JUNGLE,Malrang
KT Rolster,2020,Spring,BOT,TusiN
KT Rolster,2020,Spring,SUPPORT,Aiming
Sandbox Gaming,2020,Spring,TOP,Summit
Sandbox Gaming,2020,Spring,JUNGLE,OnFleek
Sandbox Gaming,2020,Spring,MID,FATE
Sandbox Gaming,2020,Spring,BOT,Leo
Sandbox Gaming,2020,Spring,SUPPORT,GorillA
Sandbox Gaming,2020,Spring,TOP,Lonely
Sandbox Gaming,2020,Spring,JUNGLE,Punch
Sandbox Gaming,2020,Spring,MID,Dove
Sandbox Gaming,2020,Spring,BOT,Route
Sandbox Gaming,2020,Spring,BOT,GorillA
Sandbox Gaming,2020,Spring,SUPPORT,Joker
Sandbox Gaming,2020,Spring,SUPPORT,Leo
Sandbox Gaming,2020,Spring,SUPPORT,Route
SeolHaeOne Prince,2020,Spring,TOP,Ikssu
SeolHaeOne Prince,2020,Spring,JUNGLE,Flawless
SeolHaeOne Prince,2020,Spring,MID,Cover
SeolHaeOne Prince,2020,Spring,BOT,HyBrid
SeolHaeOne Prince,2020,Spring,SUPPORT,Secret
SeolHaeOne Prince,2020,Spring,MID,Keine
SeolHaeOne Prince,2020,Spring,BOT,Trigger
SeolHaeOne Prince,2020,Spring,SUPPORT,Mia
T1,2020,Spring,TOP,Canna
T1,2020,Spring,JUNGLE,Cuzz
T1,2020,Spring,MID,Faker
T1,2020,Spring,BOT,Teddy
T1,2020,Spring,SUPPORT,Effort
T1,2020,Spring,TOP,Roach
T1,2020,Spring,JUNGLE,Ellim
T1,2020,Spring,BOT,Effort
T1,2020,Spring,SUPPORT,Teddy
