,Side,Region,Year,Game ID,Team,Victory,Game Duration,Player,Role,Level,Kills,Deaths,Assists,KDA,CS,CS in Team's Jungle,CS in Enemy Jungle,CSM,Golds,GPM,GOLD%,Vision Score,Wards placed,Wards destroyed,Control Wards Purchased,Detector Wards Placed,VSPM,WPM,VWPM,WCPM,VS%,Total damage to Champion,Physical Damage,Magic Damage,True Damage,DPM,DMG%,K+A Per Minute,KP%,Solo kills,Double kills,Triple kills,Quadra kills,Penta kills,GD@15,CSD@15,XPD@15,LVLD@15,Objectives Stolen,Damage dealt to turrets,Damage dealt to buildings,Total heal,Total Heals On Teammates,Damage self mitigated,Total Damage Shielded On Teammates,Time ccing others,Total Time CC Dealt,Total damage taken,Total Time Spent Dead,Consumables purchased,Items Purchased,Shutdown bounty collected,Shutdown bounty lost
1,Blue Side,LCK,2024,55885,T1,True,30.017,Oner,JUNGLE,15.0,1.0,2.0,5.0,3.0,220.0,199.0,,7.3,10666.0,355.0,0.175,61.0,9.0,19.0,7.0,7.0,2.03,0.3,0.23,0.63,0.216,11426.0,10298.0,435.0,693.0,381.0,0.164,0.2,0.462,0.0,0.0,0.0,0.0,0.0,-173.0,17.0,675.0,1.0,1.0,1600.0,1600.0,25479.0,0.0,26077.0,0.0,12.0,282.0,37129.0,36.0,8.0,22.0,0.0,0.0
2,Blue Side,LCK,2024,55885,T1,True,30.017,Faker,MID,18.0,2.0,0.0,6.0,100.0,328.0,16.0,,10.9,14495.0,483.0,0.238,41.0,18.0,11.0,8.0,6.0,1.37,0.6,0.27,0.37,0.145,23342.0,3246.0,19196.0,900.0,778.0,0.334,0.27,0.615,0.0,0.0,0.0,0.0,0.0,61.0,-10.0,-1.0,0.0,0.0,4008.0,4008.0,1863.0,0.0,8068.0,0.0,3.0,309.0,7602.0,0.0,9.0,25.0,250.0,0.0
3,Blue Side,LCK,2024,55885,T1,True,30.017,Gumayusi,ADC,13.0,4.0,1.0,8.0,12.0,69.0,0.0,,2.3,10475.0,349.0,0.172,108.0,44.0,30.0,13.0,12.0,3.6,1.47,0.43,1.0,0.383,12914.0,12529.0,0.0,385.0,430.0,0.185,0.4,0.923,0.0,0.0,0.0,0.0,0.0,-423.0,-96.0,-858.0,-1.0,0.0,6590.0,6590.0,7726.0,4210.0,4557.0,1212.0,30.0,262.0,7140.0,41.0,14.0,32.0,250.0,0.0
4,Blue Side,LCK,2024,55885,T1,True,30.017,Keria,SUPPORT,15.0,2.0,0.0,6.0,100.0,255.0,0.0,,8.5,11723.0,391.0,0.192,32.0,18.0,3.0,9.0,9.0,1.07,0.6,0.3,0.1,0.113,6840.0,712.0,5575.0,553.0,228.0,0.098,0.27,0.615,0.0,0.0,0.0,0.0,0.0,1334.0,104.0,1719.0,1.0,0.0,1441.0,1441.0,4616.0,354.0,24786.0,1007.0,17.0,1378.0,13162.0,0.0,10.0,26.0,0.0,0.0
5,Red Side,LCK,2024,55885,FearX,False,30.017,Clear,TOP,16.0,4.0,2.0,3.0,3.5,248.0,24.0,,8.3,12229.0,407.0,0.24,28.0,15.0,5.0,6.0,5.0,0.93,0.5,0.2,0.17,0.107,13747.0,7714.0,5739.0,294.0,458.0,0.297,0.23,0.778,10.0,0.0,0.0,0.0,0.0,-372.0,-17.0,457.0,1.0,0.0,5511.0,5511.0,7117.0,0.0,23572.0,0.0,20.0,191.0,26704.0,26.0,7.0,25.0,0.0,100.0
6,Red Side,LCK,2024,55885,FearX,False,30.017,Willer,JUNGLE,13.0,2.0,2.0,4.0,3.0,158.0,132.0,,5.3,9140.0,304.0,0.179,50.0,12.0,14.0,10.0,10.0,1.67,0.4,0.33,0.47,0.192,6619.0,3483.0,2864.0,272.0,221.0,0.143,0.2,0.667,0.0,1.0,0.0,0.0,0.0,173.0,-17.0,-675.0,-1.0,0.0,0.0,0.0,10526.0,696.0,40917.0,0.0,19.0,918.0,22552.0,26.0,11.0,23.0,0.0,150.0
7,Red Side,LCK,2024,55885,FearX,False,30.017,Clozer,MID,16.0,3.0,3.0,0.0,1.0,307.0,8.0,,10.2,12359.0,412.0,0.242,33.0,21.0,5.0,8.0,7.0,1.1,0.7,0.27,0.17,0.126,12374.0,48.0,12326.0,0.0,412.0,0.268,0.1,0.333,0.0,0.0,0.0,0.0,0.0,-61.0,10.0,1.0,0.0,0.0,4764.0,4764.0,1296.0,0.0,10708.0,0.0,3.0,156.0,14815.0,140.0,10.0,26.0,0.0,200.0
8,Red Side,LCK,2024,55885,FearX,False,30.017,Hena,ADC,14.0,0.0,3.0,1.0,0.3,267.0,18.0,,8.9,10350.0,345.0,0.203,32.0,13.0,6.0,5.0,5.0,1.07,0.43,0.17,0.2,0.123,9608.0,7070.0,2046.0,492.0,320.0,0.208,0.03,0.111,0.0,0.0,0.0,0.0,0.0,423.0,96.0,858.0,1.0,0.0,2007.0,2007.0,2313.0,262.0,7237.0,0.0,4.0,129.0,12209.0,73.0,6.0,20.0,0.0,50.0
9,Red Side,LCK,2024,55885,FearX,False,30.017,Execute,SUPPORT,10.0,0.0,3.0,6.0,2.0,34.0,0.0,,1.1,6937.0,231.0,0.136,118.0,80.0,12.0,16.0,15.0,3.93,2.67,0.53,0.4,0.452,3898.0,745.0,2615.0,538.0,130.0,0.084,0.2,0.667,0.0,0.0,0.0,0.0,0.0,-1334.0,-104.0,-1719.0,-1.0,0.0,291.0,291.0,3770.0,1391.0,13565.0,2543.0,13.0,36.0,16279.0,93.0,18.0,33.0,0.0,0.0
0,Blue Side,LCK,2024,55886,FearX,False,25.017,Clear,TOP,13.0,0.0,2.0,1.0,0.5,196.0,1.0,,7.8,7770.0,311.0,0.192,14.0,5.0,0.0,2.0,1.0,0.56,0.2,0.08,0.0,0.085,11417.0,1713.0,8478.0,1226.0,456.0,0.206,0.04,0.143,0.0,0.0,0.0,0.0,0.0,-271.0,-10.0,-100.0,0.0,0.0,816.0,816.0,23635.0,0.0,23667.0,0.0,14.0,192.0,26460.0,35.0,3.0,18.0,0.0,0.0
1,Blue Side,LCK,2024,55886,FearX,False,25.017,Willer,JUNGLE,12.0,4.0,2.0,2.0,3.0,173.0,157.0,,6.9,9445.0,378.0,0.234,30.0,9.0,8.0,10.0,8.0,1.2,0.36,0.4,0.32,0.182,11421.0,9751.0,534.0,1136.0,457.0,0.206,0.24,0.857,0.0,0.0,0.0,0.0,0.0,1030.0,8.0,465.0,1.0,0.0,0.0,0.0,16423.0,0.0,17296.0,0.0,98.0,491.0,27810.0,56.0,11.0,28.0,300.0,0.0
2,Blue Side,LCK,2024,55886,FearX,False,25.017,Clozer,MID,13.0,0.0,4.0,1.0,0.3,204.0,4.0,,8.2,7922.0,317.0,0.196,27.0,12.0,4.0,5.0,5.0,1.08,0.48,0.2,0.16,0.164,7048.0,150.0,6898.0,0.0,282.0,0.127,0.04,0.143,0.0,0.0,0.0,0.0,0.0,-984.0,-37.0,-1391.0,-1.0,0.0,649.0,649.0,2503.0,0.0,11344.0,0.0,8.0,92.0,19759.0,139.0,7.0,21.0,0.0,0.0
3,Blue Side,LCK,2024,55886,FearX,False,25.017,Hena,ADC,13.0,3.0,2.0,3.0,3.0,218.0,0.0,,8.7,9311.0,372.0,0.231,19.0,11.0,5.0,3.0,3.0,0.76,0.44,0.12,0.2,0.115,18620.0,15367.0,3205.0,48.0,744.0,0.336,0.24,0.857,0.0,0.0,0.0,0.0,0.0,-938.0,-11.0,598.0,1.0,0.0,135.0,135.0,2363.0,862.0,5176.0,0.0,27.0,299.0,10574.0,59.0,8.0,27.0,0.0,0.0
4,Blue Side,LCK,2024,55886,FearX,False,25.017,Execute,SUPPORT,10.0,0.0,8.0,7.0,0.9,29.0,0.0,,1.2,5938.0,237.0,0.147,75.0,37.0,12.0,14.0,13.0,3.0,1.48,0.56,0.48,0.455,6841.0,841.0,5250.0,750.0,273.0,0.124,0.28,1.0,0.0,0.0,0.0,0.0,0.0,-382.0,3.0,-477.0,-1.0,0.0,0.0,0.0,1993.0,335.0,15387.0,0.0,34.0,169.0,23367.0,141.0,17.0,29.0,0.0,0.0
5,Red Side,LCK,2024,55886,T1,True,25.017,Zeus,TOP,16.0,3.0,0.0,0.0,100.0,257.0,8.0,,10.3,10667.0,426.0,0.203,29.0,8.0,6.0,4.0,4.0,1.16,0.32,0.16,0.24,0.131,18550.0,14116.0,3247.0,1187.0,742.0,0.219,0.12,0.167,10.0,0.0,0.0,0.0,0.0,271.0,10.0,100.0,0.0,0.0,2410.0,2410.0,5963.0,0.0,24849.0,363.0,31.0,978.0,19876.0,0.0,7.0,21.0,0.0,0.0
6,Red Side,LCK,2024,55886,T1,True,25.017,Oner,JUNGLE,14.0,4.0,2.0,12.0,8.0,164.0,153.0,,6.6,10792.0,431.0,0.206,43.0,10.0,9.0,7.0,7.0,1.72,0.4,0.28,0.36,0.195,14661.0,12887.0,1032.0,742.0,586.0,0.173,0.64,0.889,10.0,0.0,0.0,0.0,0.0,-1030.0,-8.0,-465.0,-1.0,0.0,3067.0,3067.0,22588.0,0.0,39296.0,0.0,21.0,581.0,34703.0,32.0,8.0,23.0,0.0,0.0
7,Red Side,LCK,2024,55886,T1,True,25.017,Faker,MID,16.0,3.0,0.0,7.0,100.0,251.0,4.0,,10.0,11324.0,453.0,0.216,29.0,10.0,6.0,2.0,2.0,1.16,0.4,0.08,0.24,0.131,16029.0,776.0,14211.0,1042.0,641.0,0.189,0.4,0.556,0.0,0.0,0.0,0.0,0.0,984.0,37.0,1391.0,1.0,0.0,3241.0,3241.0,2373.0,579.0,7950.0,2963.0,18.0,256.0,8196.0,0.0,4.0,16.0,0.0,0.0
8,Red Side,LCK,2024,55886,T1,True,25.017,Gumayusi,ADC,13.0,7.0,3.0,5.0,4.0,219.0,4.0,,8.8,12356.0,494.0,0.235,43.0,21.0,10.0,2.0,1.0,1.72,0.84,0.08,0.4,0.195,19152.0,16426.0,2167.0,559.0,766.0,0.226,0.48,0.667,0.0,2.0,0.0,0.0,0.0,938.0,11.0,-598.0,-1.0,0.0,8977.0,8977.0,5812.0,0.0,7700.0,0.0,8.0,253.0,17028.0,89.0,5.0,24.0,0.0,300.0
9,Red Side,LCK,2024,55886,T1,True,25.017,Keria,SUPPORT,11.0,1.0,2.0,10.0,5.5,38.0,0.0,,1.5,7366.0,294.0,0.14,77.0,32.0,12.0,11.0,9.0,3.08,1.28,0.44,0.48,0.348,16239.0,1488.0,14597.0,154.0,649.0,0.192,0.44,0.611,0.0,0.0,0.0,0.0,0.0,382.0,-3.0,477.0,1.0,0.0,1536.0,1536.0,4198.0,1083.0,4586.0,595.0,21.0,229.0,12316.0,45.0,14.0,28.0,0.0,0.0
0,Blue Side,LCK,2024,55882,Kwangdong Freecs,False,32.667,DuDu,TOP,17.0,0.0,1.0,0.0,0.0,292.0,0.0,,8.9,11382.0,348.0,0.227,30.0,7.0,8.0,3.0,3.0,0.92,0.21,0.09,0.24,0.106,10872.0,6385.0,4487.0,0.0,333.0,0.195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,4.0,-147.0,0.0,0.0,4577.0,4577.0,3464.0,0.0,37972.0,0.0,24.0,761.0,20197.0,41.0,4.0,21.0,0.0,0.0
1,Blue Side,LCK,2024,55882,Kwangdong Freecs,False,32.667,Cuzz,JUNGLE,14.0,0.0,3.0,1.0,0.3,185.0,168.0,,5.7,9247.0,283.0,0.184,66.0,11.0,13.0,9.0,8.0,2.02,0.34,0.28,0.4,0.232,4153.0,3977.0,0.0,176.0,127.0,0.075,0.03,1.0,0.0,0.0,0.0,0.0,0.0,-478.0,-5.0,-42.0,0.0,1.0,0.0,0.0,11043.0,0.0,25766.0,0.0,14.0,370.0,23949.0,102.0,11.0,27.0,0.0,0.0
2,Blue Side,LCK,2024,55882,Kwangdong Freecs,False,32.667,Bulldog,MID,16.0,0.0,2.0,1.0,0.5,288.0,4.0,,8.8,11078.0,339.0,0.221,52.0,16.0,16.0,7.0,6.0,1.59,0.49,0.21,0.49,0.183,20450.0,492.0,19958.0,0.0,626.0,0.367,0.03,1.0,0.0,0.0,0.0,0.0,0.0,-516.0,-13.0,-667.0,0.0,0.0,438.0,438.0,1198.0,0.0,8760.0,287.0,22.0,1016.0,13546.0,49.0,11.0,26.0,0.0,0.0
3,Blue Side,LCK,2024,55882,Kwangdong Freecs,False,32.667,Bull,ADC,15.0,1.0,2.0,0.0,0.5,326.0,11.0,,10.0,12004.0,367.0,0.239,42.0,14.0,18.0,5.0,5.0,1.29,0.43,0.15,0.55,0.148,16739.0,9408.0,3312.0,4019.0,512.0,0.3,0.03,1.0,0.0,0.0,0.0,0.0,0.0,-1372.0,-28.0,-1056.0,-1.0,0.0,255.0,255.0,3949.0,0.0,8175.0,0.0,10.0,438.0,14344.0,47.0,7.0,20.0,0.0,0.0
4,Blue Side,LCK,2024,55882,Kwangdong Freecs,False,32.667,Andil,SUPPORT,11.0,0.0,6.0,1.0,0.2,29.0,0.0,,0.9,6528.0,200.0,0.13,94.0,50.0,9.0,13.0,11.0,2.88,1.53,0.4,0.28,0.331,3499.0,261.0,3238.0,0.0,107.0,0.063,0.03,1.0,0.0,0.0,0.0,0.0,0.0,-534.0,-5.0,-118.0,0.0,0.0,91.0,91.0,2387.0,943.0,16938.0,1062.0,22.0,121.0,21666.0,159.0,15.0,30.0,0.0,0.0
5,Red Side,LCK,2024,55882,Gen.G eSports,True,32.667,Kiin,TOP,18.0,3.0,0.0,7.0,100.0,275.0,0.0,,8.4,13068.0,400.0,0.2,31.0,10.0,3.0,3.0,3.0,0.95,0.31,0.09,0.09,0.073,14611.0,11541.0,1796.0,1274.0,447.0,0.201,0.31,0.714,0.0,0.0,0.0,0.0,0.0,-17.0,-4.0,147.0,0.0,0.0,1618.0,1618.0,8327.0,0.0,49672.0,458.0,31.0,2455.0,28015.0,0.0,4.0,21.0,0.0,0.0
6,Red Side,LCK,2024,55882,Gen.G eSports,True,32.667,Canyon,JUNGLE,15.0,1.0,1.0,8.0,9.0,214.0,201.0,,6.6,11257.0,345.0,0.172,102.0,8.0,13.0,10.0,8.0,3.12,0.24,0.31,0.4,0.239,8648.0,37.0,8163.0,448.0,265.0,0.119,0.28,0.643,0.0,0.0,0.0,0.0,0.0,478.0,5.0,42.0,0.0,0.0,0.0,0.0,27202.0,0.0,22886.0,0.0,24.0,965.0,33654.0,51.0,10.0,20.0,0.0,0.0
7,Red Side,LCK,2024,55882,Gen.G eSports,True,32.667,Chovy,MID,18.0,6.0,0.0,5.0,100.0,380.0,13.0,,11.6,16616.0,509.0,0.254,78.0,19.0,24.0,8.0,8.0,2.39,0.58,0.24,0.73,0.183,19987.0,228.0,19222.0,537.0,612.0,0.275,0.34,0.786,0.0,2.0,0.0,0.0,0.0,516.0,13.0,667.0,0.0,0.0,10400.0,10400.0,9095.0,602.0,14753.0,0.0,9.0,278.0,16297.0,0.0,10.0,26.0,0.0,0.0
8,Red Side,LCK,2024,55882,Gen.G eSports,True,32.667,Peyz,ADC,17.0,4.0,0.0,7.0,100.0,372.0,16.0,,11.4,16086.0,492.0,0.246,104.0,41.0,20.0,6.0,6.0,3.18,1.26,0.18,0.61,0.244,25346.0,22148.0,3076.0,122.0,776.0,0.348,0.34,0.786,0.0,0.0,0.0,0.0,0.0,1372.0,28.0,1056.0,1.0,0.0,9377.0,9377.0,4480.0,0.0,5014.0,0.0,32.0,366.0,8180.0,0.0,7.0,24.0,0.0,0.0
9,Red Side,LCK,2024,55882,Gen.G eSports,True,32.667,Lehends,SUPPORT,12.0,0.0,0.0,8.0,100.0,38.0,0.0,,1.2,8367.0,256.0,0.128,111.0,65.0,8.0,21.0,21.0,3.4,1.99,0.64,0.24,0.261,4175.0,927.0,2495.0,753.0,128.0,0.057,0.24,0.571,0.0,0.0,0.0,0.0,0.0,534.0,5.0,118.0,0.0,0.0,617.0,617.0,2215.0,0.0,20835.0,1420.0,35.0,270.0,9387.0,0.0,23.0,36.0,0.0,0.0
0,Blue Side,LCK,2024,55883,Kwangdong Freecs,False,32.317,DuDu,TOP,16.0,3.0,4.0,2.0,1.3,259.0,22.0,,8.0,12572.0,389.0,0.225,29.0,11.0,2.0,6.0,6.0,0.9,0.34,0.19,0.06,0.08,8498.0,6889.0,1609.0,0.0,263.0,0.154,0.15,0.417,0.0,0.0,0.0,0.0,0.0,1020.0,-5.0,358.0,0.0,0.0,6450.0,6450.0,3665.0,0.0,17827.0,0.0,11.0,170.0,24236.0,144.0,9.0,32.0,0.0,500.0
1,Blue Side,LCK,2024,55883,Kwangdong Freecs,False,32.317,Cuzz,JUNGLE,14.0,2.0,6.0,4.0,1.0,202.0,167.0,,6.3,10387.0,321.0,0.186,51.0,19.0,11.0,13.0,11.0,1.58,0.59,0.4,0.34,0.14,7110.0,5818.0,929.0,363.0,220.0,0.128,0.19,0.5,0.0,0.0,0.0,0.0,0.0,659.0,13.0,578.0,1.0,0.0,4380.0,4380.0,19423.0,0.0,33538.0,403.0,13.0,481.0,40789.0,183.0,15.0,34.0,0.0,0.0
2,Blue Side,LCK,2024,55883,Kwangdong Freecs,False,32.317,Bulldog,MID,16.0,3.0,3.0,4.0,2.3,266.0,0.0,,8.2,12053.0,373.0,0.215,43.0,19.0,7.0,9.0,9.0,1.33,0.59,0.28,0.22,0.118,18201.0,1288.0,16913.0,0.0,563.0,0.329,0.22,0.583,0.0,0.0,0.0,0.0,0.0,272.0,6.0,689.0,1.0,0.0,1126.0,1126.0,2249.0,0.0,11038.0,705.0,27.0,1011.0,15927.0,88.0,12.0,29.0,0.0,300.0
3,Blue Side,LCK,2024,55883,Kwangdong Freecs,False,32.317,Bull,ADC,16.0,1.0,4.0,6.0,1.8,284.0,4.0,,8.8,11824.0,366.0,0.211,30.0,14.0,2.0,8.0,6.0,0.93,0.43,0.25,0.06,0.083,15347.0,188.0,15159.0,0.0,475.0,0.277,0.22,0.583,0.0,0.0,0.0,0.0,0.0,242.0,-2.0,507.0,0.0,0.0,5874.0,5874.0,1424.0,0.0,5369.0,0.0,13.0,333.0,16572.0,109.0,10.0,24.0,0.0,150.0
4,Blue Side,LCK,2024,55883,Kwangdong Freecs,False,32.317,Andil,SUPPORT,11.0,3.0,4.0,6.0,2.3,44.0,0.0,,1.4,9131.0,283.0,0.163,210.0,117.0,35.0,20.0,19.0,6.5,3.62,0.62,1.08,0.579,6198.0,5130.0,0.0,1068.0,192.0,0.112,0.28,0.75,0.0,0.0,0.0,0.0,0.0,987.0,-12.0,30.0,0.0,0.0,217.0,217.0,4637.0,0.0,7822.0,0.0,20.0,213.0,15397.0,82.0,22.0,40.0,50.0,0.0
5,Red Side,LCK,2024,55883,Gen.G eSports,True,32.317,Kiin,TOP,18.0,5.0,4.0,3.0,2.0,283.0,20.0,,8.8,15783.0,488.0,0.231,40.0,16.0,11.0,5.0,5.0,1.24,0.5,0.15,0.34,0.125,16859.0,7220.0,8649.0,990.0,522.0,0.192,0.25,0.381,10.0,2.0,0.0,0.0,0.0,-1020.0,5.0,-358.0,0.0,0.0,12863.0,12863.0,3927.0,0.0,9905.0,0.0,33.0,252.0,15201.0,99.0,8.0,30.0,500.0,0.0
6,Red Side,LCK,2024,55883,Gen.G eSports,True,32.317,Canyon,JUNGLE,16.0,2.0,3.0,10.0,4.0,206.0,168.0,,6.4,12043.0,373.0,0.176,59.0,20.0,21.0,18.0,16.0,1.83,0.62,0.56,0.65,0.185,11253.0,10891.0,0.0,362.0,348.0,0.128,0.37,0.571,0.0,0.0,0.0,0.0,0.0,-659.0,-13.0,-578.0,-1.0,0.0,2406.0,2406.0,16744.0,0.0,42119.0,0.0,24.0,455.0,31753.0,43.0,19.0,40.0,0.0,0.0
7,Red Side,LCK,2024,55883,Gen.G eSports,True,32.317,Chovy,MID,17.0,8.0,1.0,7.0,15.0,292.0,0.0,,9.0,16429.0,508.0,0.24,52.0,13.0,30.0,9.0,9.0,1.61,0.4,0.28,0.93,0.163,30581.0,1630.0,27272.0,1679.0,946.0,0.348,0.46,0.714,20.0,1.0,0.0,0.0,0.0,-272.0,-6.0,-689.0,-1.0,0.0,2581.0,2581.0,2281.0,0.0,7855.0,0.0,16.0,163.0,16838.0,42.0,11.0,34.0,400.0,50.0
8,Red Side,LCK,2024,55883,Gen.G eSports,True,32.317,Peyz,ADC,17.0,4.0,2.0,7.0,5.5,310.0,8.0,,9.6,14729.0,456.0,0.215,39.0,15.0,13.0,3.0,3.0,1.21,0.46,0.09,0.4,0.122,22871.0,17780.0,4995.0,96.0,708.0,0.26,0.34,0.524,10.0,0.0,0.0,0.0,0.0,-242.0,2.0,-507.0,0.0,0.0,9244.0,9244.0,2349.0,0.0,4781.0,0.0,27.0,330.0,11282.0,58.0,4.0,24.0,50.0,0.0
9,Red Side,LCK,2024,55883,Gen.G eSports,True,32.317,Lehends,SUPPORT,13.0,2.0,2.0,9.0,5.5,37.0,0.0,,1.1,9390.0,291.0,0.137,129.0,81.0,18.0,22.0,22.0,3.99,2.51,0.68,0.56,0.404,6381.0,1332.0,3963.0,1086.0,197.0,0.073,0.34,0.524,0.0,0.0,0.0,0.0,0.0,-987.0,12.0,-30.0,0.0,0.0,831.0,831.0,1080.0,0.0,24370.0,771.0,35.0,256.0,10653.0,37.0,23.0,40.0,0.0,0.0
0,Blue Side,LCK,2024,56138,OK BRION,True,27.467,Morgan,TOP,16.0,3.0,0.0,8.0,100.0,253.0,0.0,,9.2,11957.0,435.0,0.213,23.0,9.0,4.0,4.0,4.0,0.84,0.33,0.15,0.15,0.095,13928.0,10722.0,2008.0,1198.0,507.0,0.205,0.4,0.611,0.0,0.0,1.0,0.0,0.0,135.0,0.0,-24.0,0.0,0.0,7012.0,7012.0,7622.0,0.0,34655.0,399.0,24.0,1629.0,22234.0,0.0,5.0,23.0,0.0,0.0
1,Blue Side,LCK,2024,56138,OK BRION,True,27.467,GIDEON,JUNGLE,14.0,0.0,0.0,8.0,100.0,207.0,187.0,,7.5,9752.0,355.0,0.173,55.0,10.0,13.0,9.0,9.0,2.0,0.36,0.33,0.47,0.226,6614.0,5231.0,1079.0,304.0,241.0,0.097,0.29,0.444,0.0,0.0,0.0,0.0,0.0,185.0,6.0,263.0,1.0,0.0,3266.0,3266.0,15589.0,0.0,33125.0,0.0,24.0,852.0,23972.0,0.0,10.0,25.0,0.0,0.0
2,Blue Side,LCK,2024,56138,OK BRION,True,27.467,Karis,MID,16.0,4.0,0.0,7.0,100.0,280.0,10.0,,10.2,12633.0,460.0,0.225,39.0,12.0,12.0,8.0,8.0,1.42,0.44,0.29,0.44,0.16,17248.0,395.0,16583.0,270.0,628.0,0.254,0.4,0.611,0.0,1.0,0.0,0.0,0.0,848.0,18.0,710.0,0.0,0.0,7670.0,7670.0,5902.0,0.0,9435.0,0.0,10.0,190.0,14685.0,0.0,10.0,24.0,0.0,0.0
3,Blue Side,LCK,2024,56138,OK BRION,True,27.467,Envyy,ADC,15.0,9.0,2.0,8.0,8.5,233.0,4.0,,8.5,13716.0,499.0,0.244,30.0,11.0,6.0,4.0,4.0,1.09,0.4,0.15,0.22,0.123,23514.0,10144.0,12810.0,560.0,856.0,0.346,0.62,0.944,10.0,0.0,1.0,0.0,0.0,1008.0,-8.0,638.0,1.0,0.0,4488.0,4488.0,4475.0,0.0,8711.0,0.0,4.0,43.0,15886.0,32.0,6.0,21.0,0.0,1000.0
4,Blue Side,LCK,2024,56138,OK BRION,True,27.467,Pollu,SUPPORT,11.0,2.0,3.0,10.0,4.0,26.0,0.0,,0.9,8187.0,298.0,0.146,96.0,43.0,13.0,9.0,9.0,3.5,1.57,0.33,0.47,0.395,6583.0,719.0,5230.0,634.0,240.0,0.097,0.44,0.667,0.0,0.0,0.0,0.0,0.0,419.0,-7.0,-247.0,0.0,0.0,964.0,964.0,1982.0,555.0,11748.0,299.0,51.0,212.0,14738.0,62.0,11.0,26.0,0.0,0.0
5,Red Side,LCK,2024,56138,Kwangdong Freecs,False,27.467,DuDu,TOP,14.0,2.0,3.0,1.0,1.0,223.0,4.0,,8.1,10598.0,386.0,0.239,18.0,7.0,2.0,2.0,1.0,0.66,0.25,0.07,0.07,0.086,12092.0,8371.0,0.0,3721.0,440.0,0.193,0.11,0.6,0.0,0.0,0.0,0.0,0.0,-135.0,0.0,24.0,0.0,0.0,5309.0,5309.0,221.0,0.0,20625.0,0.0,47.0,142.0,20202.0,87.0,3.0,20.0,1000.0,0.0
6,Red Side,LCK,2024,56138,Kwangdong Freecs,False,27.467,Cuzz,JUNGLE,12.0,1.0,3.0,1.0,0.7,177.0,161.0,,6.4,8442.0,307.0,0.191,56.0,8.0,16.0,7.0,6.0,2.04,0.29,0.25,0.58,0.267,5293.0,4600.0,313.0,380.0,193.0,0.084,0.07,0.4,0.0,0.0,0.0,0.0,0.0,-185.0,-6.0,-263.0,-1.0,0.0,0.0,0.0,8175.0,0.0,34211.0,0.0,16.0,452.0,18837.0,121.0,9.0,25.0,0.0,0.0
7,Red Side,LCK,2024,56138,Kwangdong Freecs,False,27.467,Bulldog,MID,14.0,0.0,1.0,3.0,3.0,231.0,1.0,,8.4,9051.0,330.0,0.204,38.0,16.0,3.0,10.0,8.0,1.38,0.58,0.36,0.11,0.181,15509.0,104.0,15405.0,0.0,565.0,0.247,0.11,0.6,0.0,0.0,0.0,0.0,0.0,-848.0,-18.0,-710.0,0.0,0.0,0.0,0.0,2383.0,0.0,6052.0,0.0,27.0,626.0,13054.0,0.0,12.0,24.0,0.0,0.0
8,Red Side,LCK,2024,56138,Kwangdong Freecs,False,27.467,Bull,ADC,14.0,2.0,3.0,2.0,1.3,245.0,4.0,,8.9,10102.0,368.0,0.228,20.0,11.0,4.0,4.0,4.0,0.73,0.4,0.15,0.15,0.095,25080.0,16245.0,5543.0,3292.0,913.0,0.4,0.15,0.8,0.0,0.0,0.0,0.0,0.0,-1008.0,8.0,-638.0,-1.0,0.0,772.0,772.0,3975.0,0.0,9365.0,0.0,14.0,371.0,13220.0,56.0,5.0,19.0,0.0,0.0
9,Red Side,LCK,2024,56138,Kwangdong Freecs,False,27.467,Andil,SUPPORT,9.0,0.0,8.0,4.0,0.5,33.0,0.0,,1.2,6076.0,221.0,0.137,78.0,39.0,13.0,10.0,9.0,2.84,1.42,0.36,0.47,0.371,4759.0,724.0,3295.0,740.0,173.0,0.076,0.15,0.8,0.0,0.0,0.0,0.0,0.0,-419.0,7.0,247.0,0.0,0.0,0.0,0.0,20.0,0.0,22865.0,692.0,38.0,139.0,18465.0,138.0,12.0,28.0,0.0,0.0
0,Blue Side,LCK,2024,56139,Kwangdong Freecs,True,32.767,DuDu,TOP,17.0,3.0,0.0,8.0,100.0,270.0,0.0,,8.2,12875.0,393.0,0.197,23.0,9.0,4.0,4.0,4.0,0.7,0.27,0.12,0.12,0.082,9447.0,7980.0,1042.0,425.0,288.0,0.123,0.34,0.579,0.0,0.0,0.0,0.0,0.0,179.0,4.0,-235.0,0.0,0.0,1472.0,1472.0,4641.0,0.0,35648.0,640.0,25.0,2198.0,20839.0,0.0,7.0,24.0,50.0,0.0
1,Blue Side,LCK,2024,56139,Kwangdong Freecs,True,32.767,Cuzz,JUNGLE,16.0,3.0,1.0,9.0,12.0,216.0,183.0,,6.6,11906.0,363.0,0.182,61.0,13.0,20.0,9.0,9.0,1.86,0.4,0.27,0.61,0.218,11934.0,10230.0,746.0,958.0,364.0,0.155,0.37,0.632,0.0,0.0,0.0,0.0,0.0,414.0,-8.0,-489.0,0.0,0.0,3054.0,3054.0,12686.0,0.0,60153.0,0.0,27.0,537.0,23927.0,21.0,11.0,30.0,0.0,0.0
