Link,Region,Year
https://gol.gg/game/stats/48170/page-game/,LEC,2023
https://gol.gg/game/stats/47825/page-game/,LEC,2023
https://gol.gg/game/stats/47825/page-game/,LEC,2023
https://gol.gg/game/stats/47824/page-game/,LEC,2023
https://gol.gg/game/stats/47824/page-game/,LEC,2023
https://gol.gg/game/stats/47823/page-game/,LEC,2023
https://gol.gg/game/stats/47823/page-game/,LEC,2023
https://gol.gg/game/stats/47822/page-game/,LEC,2023
https://gol.gg/game/stats/47822/page-game/,LEC,2023
https://gol.gg/game/stats/47821/page-game/,LEC,2023
https://gol.gg/game/stats/47821/page-game/,LEC,2023
https://gol.gg/game/stats/47820/page-game/,LEC,2023
https://gol.gg/game/stats/47820/page-game/,LEC,2023
https://gol.gg/game/stats/47819/page-game/,LEC,2023
https://gol.gg/game/stats/47819/page-game/,LEC,2023
https://gol.gg/game/stats/47818/page-game/,LEC,2023
https://gol.gg/game/stats/47818/page-game/,LEC,2023
https://gol.gg/game/stats/47817/page-game/,LEC,2023
https://gol.gg/game/stats/47817/page-game/,LEC,2023
https://gol.gg/game/stats/47816/page-game/,LEC,2023
https://gol.gg/game/stats/47816/page-game/,LEC,2023
https://gol.gg/game/stats/47815/page-game/,LEC,2023
https://gol.gg/game/stats/47815/page-game/,LEC,2023
https://gol.gg/game/stats/47814/page-game/,LEC,2023
https://gol.gg/game/stats/47814/page-game/,LEC,2023
https://gol.gg/game/stats/47813/page-game/,LEC,2023
https://gol.gg/game/stats/47813/page-game/,LEC,2023
https://gol.gg/game/stats/47812/page-game/,LEC,2023
https://gol.gg/game/stats/47812/page-game/,LEC,2023
https://gol.gg/game/stats/47811/page-game/,LEC,2023
https://gol.gg/game/stats/47811/page-game/,LEC,2023
https://gol.gg/game/stats/46955/page-game/,LEC,2023
https://gol.gg/game/stats/46955/page-game/,LEC,2023
https://gol.gg/game/stats/46954/page-game/,LEC,2023
https://gol.gg/game/stats/46954/page-game/,LEC,2023
https://gol.gg/game/stats/46953/page-game/,LEC,2023
https://gol.gg/game/stats/46953/page-game/,LEC,2023
https://gol.gg/game/stats/46952/page-game/,LEC,2023
https://gol.gg/game/stats/46952/page-game/,LEC,2023
https://gol.gg/game/stats/46951/page-game/,LEC,2023
https://gol.gg/game/stats/46951/page-game/,LEC,2023
https://gol.gg/game/stats/46950/page-game/,LEC,2023
https://gol.gg/game/stats/46950/page-game/,LEC,2023
https://gol.gg/game/stats/46949/page-game/,LEC,2023
https://gol.gg/game/stats/46949/page-game/,LEC,2023
https://gol.gg/game/stats/46948/page-game/,LEC,2023
https://gol.gg/game/stats/46948/page-game/,LEC,2023
https://gol.gg/game/stats/46947/page-game/,LEC,2023
https://gol.gg/game/stats/46947/page-game/,LEC,2023
https://gol.gg/game/stats/46946/page-game/,LEC,2023
https://gol.gg/game/stats/46946/page-game/,LEC,2023
https://gol.gg/game/stats/46945/page-game/,LEC,2023
https://gol.gg/game/stats/46945/page-game/,LEC,2023
https://gol.gg/game/stats/46944/page-game/,LEC,2023
https://gol.gg/game/stats/46944/page-game/,LEC,2023
https://gol.gg/game/stats/46943/page-game/,LEC,2023
https://gol.gg/game/stats/46943/page-game/,LEC,2023
https://gol.gg/game/stats/46942/page-game/,LEC,2023
https://gol.gg/game/stats/46942/page-game/,LEC,2023
https://gol.gg/game/stats/46941/page-game/,LEC,2023
https://gol.gg/game/stats/46941/page-game/,LEC,2023
https://gol.gg/game/stats/46778/page-game/,LEC,2023
https://gol.gg/game/stats/46779/page-game/,LEC,2023
https://gol.gg/game/stats/46780/page-game/,LEC,2023
https://gol.gg/game/stats/46774/page-game/,LEC,2023
https://gol.gg/game/stats/46775/page-game/,LEC,2023
https://gol.gg/game/stats/46776/page-game/,LEC,2023
https://gol.gg/game/stats/46777/page-game/,LEC,2023
https://gol.gg/game/stats/46473/page-game/,LEC,2023
https://gol.gg/game/stats/46474/page-game/,LEC,2023
https://gol.gg/game/stats/46475/page-game/,LEC,2023
https://gol.gg/game/stats/46476/page-game/,LEC,2023
https://gol.gg/game/stats/46477/page-game/,LEC,2023
https://gol.gg/game/stats/46347/page-game/,LEC,2023
https://gol.gg/game/stats/46348/page-game/,LEC,2023
https://gol.gg/game/stats/46349/page-game/,LEC,2023
https://gol.gg/game/stats/46350/page-game/,LEC,2023
https://gol.gg/game/stats/46344/page-game/,LEC,2023
https://gol.gg/game/stats/46345/page-game/,LEC,2023
https://gol.gg/game/stats/46341/page-game/,LEC,2023
https://gol.gg/game/stats/46342/page-game/,LEC,2023
https://gol.gg/game/stats/46109/page-game/,LEC,2023
https://gol.gg/game/stats/46110/page-game/,LEC,2023
https://gol.gg/game/stats/46111/page-game/,LEC,2023
https://gol.gg/game/stats/46106/page-game/,LEC,2023
https://gol.gg/game/stats/46107/page-game/,LEC,2023
https://gol.gg/game/stats/45947/page-game/,LEC,2023
https://gol.gg/game/stats/45948/page-game/,LEC,2023
https://gol.gg/game/stats/45944/page-game/,LEC,2023
https://gol.gg/game/stats/45945/page-game/,LEC,2023
https://gol.gg/game/stats/45742/page-game/,LEC,2023
https://gol.gg/game/stats/45743/page-game/,LEC,2023
https://gol.gg/game/stats/45744/page-game/,LEC,2023
https://gol.gg/game/stats/45739/page-game/,LEC,2023
https://gol.gg/game/stats/45740/page-game/,LEC,2023
https://gol.gg/game/stats/45741/page-game/,LEC,2023
https://gol.gg/game/stats/45736/page-game/,LEC,2023
https://gol.gg/game/stats/45737/page-game/,LEC,2023
https://gol.gg/game/stats/45733/page-game/,LEC,2023
https://gol.gg/game/stats/45734/page-game/,LEC,2023
https://gol.gg/game/stats/45735/page-game/,LEC,2023
https://gol.gg/game/stats/45323/page-game/,LEC,2023
https://gol.gg/game/stats/45323/page-game/,LEC,2023
https://gol.gg/game/stats/45322/page-game/,LEC,2023
https://gol.gg/game/stats/45322/page-game/,LEC,2023
https://gol.gg/game/stats/45321/page-game/,LEC,2023
https://gol.gg/game/stats/45321/page-game/,LEC,2023
https://gol.gg/game/stats/45320/page-game/,LEC,2023
https://gol.gg/game/stats/45320/page-game/,LEC,2023
https://gol.gg/game/stats/45319/page-game/,LEC,2023
https://gol.gg/game/stats/45319/page-game/,LEC,2023
https://gol.gg/game/stats/45318/page-game/,LEC,2023
https://gol.gg/game/stats/45318/page-game/,LEC,2023
