Player,Year,Split,Record:,Win Rate:,KDA:,CS per Minute:,Gold Per Minute:,Gold%:,Kill Participation:
Prince,2021,Summer,26W - 21L,55.3%,4.2,9.8,425,23.9%,62.8%
Pyosik,2021,Summer,9W - 34L,20.9%,1.9,6.5,345,20.3%,77.1%
Quad,2021,Summer,5W - 16L,23.8%,2.1,8.8,365,21.6%,61.9%
Rascal,2021,Summer,24W - 16L,60%,3.8,8.7,414,22.9%,64.9%
Rich,2021,Summer,27W - 19L,58.7%,2.9,7.8,382,21.4%,59.9%
Ruler,2021,Summer,27W - 19L,58.7%,5.4,10.1,444,24.7%,63.9%
ShowMaker,2021,Summer,29W - 14L,67.4%,5.9,8.7,418,22.8%,67.2%
Summit,2021,Summer,26W - 21L,55.3%,2.3,8.5,393,22.1%,62.3%
Taeyoon,2021,Summer,6W - 18L,25%,2.4,9.7,409,23.7%,59.3%
Teddy,2021,Summer,10W - 9L,52.6%,6.1,8.3,414,23%,72.8%
Ucal,2021,Summer,1W - 0L,100%,-,8.6,433,23.5%,80%
UmTi,2021,Summer,19W - 27L,41.3%,3.5,6.1,333,19.2%,73.2%
Vsta,2021,Summer,17W - 26L,39.5%,2.5,1.2,222,12.8%,64.4%
Willer,2021,Summer,7W - 9L,43.8%,3.1,5.7,332,18.9%,75.1%
Yaharong,2021,Summer,1W - 2L,33.3%,3.6,8.2,370,21.9%,78.9%
Yohan1,2021,Summer,2W - 9L,18.2%,2.1,5.3,325,19.5%,81.3%
YoungJae,2021,Summer,1W - 2L,33.3%,2.6,5.2,290,16.9%,51%
Zzus,2021,Summer,7W - 11L,38.9%,2.3,1.1,216,12.4%,59.4%
blank,2021,Summer,19W - 22L,46.3%,4.1,6,336,19%,69.5%
deokdam,2021,Summer,27W - 19L,58.7%,4.8,8.8,410,23%,61.8%
destroy,2021,Summer,0W - 1L,0%,0.4,8.9,359,21.7%,50%
kingen,2021,Summer,9W - 34L,20.9%,1.9,8.2,366,21.6%,59.7%
BAO,2021,Spring,21W - 26L,44.7%,3.2,9.3,418,23.8%,60.1%
Bang,2021,Spring,16W - 26L,38.1%,3.2,8.8,412,23.6%,57.7%
Bay,2021,Spring,18W - 24L,42.9%,2.9,8.3,362,21%,62.9%
Bdd,2021,Spring,28W - 13L,68.3%,5.2,9.2,407,21.9%,64.4%
BeryL,2021,Spring,33W - 10L,76.7%,2.9,1.8,258,13.6%,66.6%
Bonnie,2021,Spring,2W - 4L,33.3%,1.9,5.9,330,19.3%,61.4%
Canna,2021,Spring,15W - 10L,60%,3.1,8.2,397,21.5%,60.9%
Canyon,2021,Spring,33W - 10L,76.7%,4.6,7.2,387,20.4%,68.6%
Chieftain,2021,Spring,0W - 3L,0%,0.9,7.4,324,21.7%,83.3%
Chovy,2021,Spring,26W - 18L,59.1%,5.4,10,447,24.5%,67.5%
Clid,2021,Spring,26W - 13L,66.7%,4.4,6.2,355,19%,68.8%
Clozer,2021,Spring,12W - 9L,57.1%,3.7,9.1,408,22.1%,62.8%
Croco,2021,Spring,15W - 21L,41.7%,3.2,5.8,334,18.8%,69.9%
Cuzz,2021,Spring,10W - 3L,76.9%,6.8,6.2,363,19.2%,68.7%
Deft,2021,Spring,26W - 18L,59.1%,3.8,8.9,428,23.4%,62.4%
Delight,2021,Spring,12W - 27L,30.8%,2.5,1.1,219,13.1%,76.9%
Doran,2021,Spring,18W - 27L,40%,2.5,8.5,381,21.8%,58.9%
Dove,2021,Spring,8W - 9L,47.1%,3.3,9.2,389,22.4%,60.5%
Dread,2021,Spring,16W - 26L,38.1%,3.6,6.6,357,20.4%,75.7%
DuDu,2021,Spring,1W - 7L,12.5%,2.3,8.4,389,22.7%,58.6%
Effort,2021,Spring,15W - 25L,37.5%,2.0,1.1,222,12.6%,62.3%
Ellim,2021,Spring,12W - 10L,54.5%,5.1,6,334,18.3%,67.9%
FATE,2021,Spring,15W - 25L,37.5%,5.0,9.3,410,23.1%,75%
Faker,2021,Spring,15W - 8L,65.2%,5.7,8.2,390,21.3%,68.9%
Flawless,2021,Spring,3W - 2L,60%,4.4,5.5,318,18%,46.6%
Fly,2021,Spring,16W - 26L,38.1%,2.7,8.2,373,21.4%,63.4%
GIDEON,2021,Spring,7W - 15L,31.8%,2.6,6.4,329,19.5%,71.1%
Ghost,2021,Spring,33W - 10L,76.7%,5.7,8.8,444,23.5%,64.1%
Gumayusi,2021,Spring,10W - 11L,47.6%,4.3,10.3,458,25.5%,72.4%
Hena,2021,Spring,12W - 27L,30.8%,3.5,10.1,425,25.3%,78.5%
Hoya,2021,Spring,12W - 27L,30.8%,2.1,7.4,335,20%,54.1%
HyBrid,2021,Spring,14W - 21L,40%,3.1,9.5,422,23.9%,59.2%
Karis,2021,Spring,1W - 2L,33.3%,1.7,8.7,356,20.2%,40.1%
Kellin,2021,Spring,18W - 24L,42.9%,2.6,1.1,224,12.9%,67.8%
Keria,2021,Spring,27W - 17L,61.4%,3.5,1.5,247,13.4%,69.7%
Khan,2021,Spring,33W - 10L,76.7%,4.0,7.5,376,19.9%,60.7%
Kiin,2021,Spring,16W - 26L,38.1%,2.4,8,374,21.4%,57.8%
Lava,2021,Spring,8W - 20L,28.6%,3.2,8.8,375,22.3%,68.8%
Lehends,2021,Spring,16W - 25L,39%,2.5,1.3,231,13.2%,61.3%
Leo,2021,Spring,3W - 6L,33.3%,2.4,9,411,23.2%,52.8%
Life,2021,Spring,29W - 15L,65.9%,3.2,1.1,232,12.5%,55.9%
MapSSi,2021,Spring,0W - 1L,0%,2.4,1.5,215,12.5%,63.2%
Mir,2021,Spring,14W - 13L,51.9%,3.5,5.8,342,18.6%,67.4%
Morgan,2021,Spring,25W - 11L,69.4%,4.1,7.6,367,19.8%,61%
Noah,2021,Spring,4W - 6L,40%,2.9,8.2,399,23.3%,59.2%
OnFleek,2021,Spring,0W - 4L,0%,1.9,6.3,329,19.5%,54%
Oner,2021,Spring,5W - 4L,55.6%,3.6,6.9,377,20.7%,73.3%
Peanut,2021,Spring,18W - 24L,42.9%,3.4,7,362,20.9%,70.9%
Pleata,2021,Spring,21W - 26L,44.7%,2.3,1.2,225,12.8%,69.9%
Prince,2021,Spring,9W - 11L,45%,3.3,9.6,427,24%,61%
Pyosik,2021,Spring,21W - 26L,44.7%,3.0,7.2,369,21%,72.9%
Quad,2021,Spring,21W - 26L,44.7%,3.4,8.6,368,21%,66.8%
Rascal,2021,Spring,29W - 15L,65.9%,3.1,8.7,411,22.2%,60.5%
Rich,2021,Spring,18W - 24L,42.9%,2.3,7.2,348,20.1%,60.8%
Route,2021,Spring,3W - 8L,27.3%,2.9,8.9,400,23%,55.6%
Ruler,2021,Spring,29W - 15L,65.9%,4.7,10.4,457,24.6%,57.9%
ShowMaker,2021,Spring,33W - 10L,76.7%,6.5,9.1,427,22.5%,67.1%
Summit,2021,Spring,15W - 25L,37.5%,2.3,8.3,388,21.9%,62.7%
Teddy,2021,Spring,17W - 6L,73.9%,5.8,8.9,454,24.2%,70%
Ucal,2021,Spring,10W - 18L,35.7%,3.2,9.5,405,23.2%,63.5%
UmTi,2021,Spring,12W - 26L,31.6%,3.0,6.4,327,19.4%,73.6%
Vsta,2021,Spring,26W - 18L,59.1%,3.0,1.3,238,13%,65.8%
Yaharong,2021,Spring,4W - 5L,44.4%,4.6,8.5,378,21.9%,75.7%
Yohan1,2021,Spring,12W - 5L,70.6%,3.1,6.5,346,19.1%,63.2%
Zeus,2021,Spring,12W - 7L,63.2%,3.1,7.7,374,20.4%,62.4%
Zzus,2021,Spring,18W - 27L,40%,2.3,1.2,219,12.6%,60.2%
blank,2021,Spring,9W - 8L,52.9%,3.9,5.8,330,18%,62.8%
deokdam,2021,Spring,18W - 24L,42.9%,3.6,9.4,433,25%,66.1%
kingen,2021,Spring,21W - 26L,44.7%,2.8,7.8,378,21.4%,62.9%
Aiming,2020,Summer,18W - 25L,41.9%,4.5,9.6,432,24.9%,72.3%
Bdd,2020,Summer,31W - 12L,72.1%,6.2,8.9,424,22.6%,62.4%
Ben,2020,Summer,21W - 18L,53.8%,3.3,0.9,219,12.6%,64.5%
BeryL,2020,Summer,34W - 5L,87.2%,5.2,2.4,288,14.5%,59.3%
Beyond,2020,Summer,16W - 28L,36.4%,2.5,5,297,17.7%,68.5%
CAD,2020,Summer,4W - 12L,25%,2.0,4.1,279,16.7%,79%
Canna,2020,Summer,28W - 14L,66.7%,5.2,8.8,419,22.5%,63.1%
Canyon,2020,Summer,34W - 5L,87.2%,7.0,6.2,378,19%,66.7%
Chovy,2020,Summer,32W - 13L,71.1%,4.2,9.8,442,23.5%,68.1%
Clid,2020,Summer,31W - 12L,72.1%,5.3,5.7,346,18.4%,65.4%
Clozer,2020,Summer,12W - 2L,85.7%,6.1,9,417,21.8%,57.7%
CuVee,2020,Summer,1W - 10L,9.1%,1.1,7.6,344,21%,55.5%
Cuzz,2020,Summer,24W - 11L,68.6%,4.9,5.8,334,18%,67.4%
Deft,2020,Summer,32W - 13L,71.1%,4.8,9.2,428,22.7%,67.5%
Doran,2020,Summer,32W - 13L,71.1%,2.8,8.7,411,21.9%,59.1%
Dove,2020,Summer,1W - 8L,11.1%,1.7,8.7,374,23.3%,65.7%
Dread,2020,Summer,0W - 2L,0%,2.0,6.4,362,22.3%,78.4%
DuDu,2020,Summer,7W - 24L,22.6%,1.6,8,369,22.2%,59.1%
Effort,2020,Summer,27W - 13L,67.5%,4.0,1.3,238,12.8%,66.6%
Ellim,2020,Summer,4W - 3L,57.1%,7.1,5.2,321,16.9%,59.3%
FATE,2020,Summer,16W - 17L,48.5%,4.4,9,410,23.6%,71.7%
Faker,2020,Summer,16W - 12L,57.1%,4.4,9,409,22.3%,67.7%
Flawless,2020,Summer,6W - 26L,18.8%,1.6,5.2,300,18.7%,66.7%
Fly,2020,Summer,21W - 20L,51.2%,3.8,8,371,21.3%,66.3%
Ghost,2020,Summer,34W - 5L,87.2%,7.3,8,409,20.6%,63.6%
GorillA,2020,Summer,17W - 23L,42.5%,2.3,1,216,12.7%,63%
GuGer,2020,Summer,16W - 28L,36.4%,2.3,1.4,232,13.8%,61.6%
Haru,2020,Summer,3W - 13L,18.8%,1.5,5.2,301,18.6%,59.5%
HyBrid,2020,Summer,5W - 23L,17.9%,1.7,10,410,25.7%,58.4%
Ikssu,2020,Summer,6W - 35L,14.6%,1.1,7,332,20.7%,58.9%
Jelly,2020,Summer,0W - 2L,0%,0.6,1.1,204,12.6%,48.2%
Kabbie,2020,Summer,0W - 2L,0%,0.8,1.1,195,12.1%,58.3%
Keine,2020,Summer,1W - 7L,12.5%,2.4,8,362,22.2%,65.3%
Kellin,2020,Summer,4W - 3L,57.1%,4.1,1,237,12.8%,53.2%
Keria,2020,Summer,32W - 13L,71.1%,5.5,1.4,247,13.2%,71.5%
Kiin,2020,Summer,21W - 20L,51.2%,2.7,8.5,389,22.4%,57.9%
Kuma,2020,Summer,0W - 9L,0%,1.5,5.3,301,19.2%,57.8%
Kuri,2020,Summer,1W - 1L,50%,1.3,0.7,209,11%,31%
Kuzan,2020,Summer,16W - 28L,36.4%,3.6,8.7,384,22.9%,66.4%
Lava,2020,Summer,1W - 13L,7.1%,1.9,7.7,339,21.3%,65.1%
Lehends,2020,Summer,8W - 34L,19%,2.4,1.2,221,13.4%,68.4%
Life,2020,Summer,27W - 9L,75%,4.1,1,236,12.5%,59%
Malrang,2020,Summer,4W - 6L,40%,2.0,5.6,320,18.1%,69.5%
Mia,2020,Summer,1W - 12L,7.7%,1.1,1.2,211,13.1%,54.8%
Mickey,2020,Summer,5W - 28L,15.2%,1.6,8.2,358,22.5%,68%
Mireu,2020,Summer,7W - 21L,25%,2.0,8.3,365,21.7%,58.2%
Mystic,2020,Summer,21W - 20L,51.2%,3.3,10,441,25.4%,68.9%
Nuguri,2020,Summer,34W - 5L,87.2%,5.2,9.2,469,23.6%,58.5%
OnFleek,2020,Summer,17W - 25L,40.5%,3.1,5.4,317,18.6%,73.4%
Pyosik,2020,Summer,32W - 13L,71.1%,4.3,6.1,351,18.6%,71.3%
Rascal,2020,Summer,31W - 12L,72.1%,4.0,8.4,400,21.4%,59.4%
Rich,2020,Summer,16W - 28L,36.4%,2.0,7.9,375,22.3%,65.5%
Route,2020,Summer,17W - 25L,40.5%,3.2,9.3,400,23.3%,63.2%
Ruler,2020,Summer,31W - 12L,72.1%,6.6,10.3,470,25%,62.2%
Secret,2020,Summer,5W - 23L,17.9%,1.6,1,210,13.2%,63.1%
ShowMaker,2020,Summer,34W - 5L,87.2%,16.0,8.9,446,22.4%,72%
Smeb,2020,Summer,13W - 17L,43.3%,2.6,6.8,354,20.1%,64.6%
SoHwan,2020,Summer,7W - 11L,38.9%,3.1,8.1,372,21.7%,61.7%
Spirit,2020,Summer,21W - 18L,53.8%,3.5,5.3,316,18.1%,66.4%
Summit,2020,Summer,17W - 25L,40.5%,1.8,8.3,374,21.9%,59.2%
Teddy,2020,Summer,28W - 14L,66.7%,7.8,10.6,462,24.9%,70.5%
Trigger,2020,Summer,1W - 12L,7.7%,1.6,8.6,372,23.1%,57.6%
TusiN,2020,Summer,16W - 22L,42.1%,2.6,1.5,232,13.3%,72.7%
Ucal,2020,Summer,7W - 11L,38.9%,3.0,9.1,397,22.9%,64.2%
Viper,2020,Summer,8W - 34L,19%,3.0,10.3,421,25.6%,63.7%
YoungJae,2020,Summer,1W - 9L,10%,1.4,4.6,291,17.4%,66.8%
bono,2020,Summer,14W - 19L,42.4%,3.0,5.3,314,18.2%,70%
deokdam,2020,Summer,16W - 28L,36.4%,3.2,8.9,393,23.4%,61.8%
kurO,2020,Summer,11W - 14L,44%,3.6,8.3,372,21.5%,61.2%
ALL IN,2020,Spring,6W - 7L,46.2%,4.4,8.1,369,21.9%,59.9%
Aiming,2020,Spring,24W - 22L,52.2%,5.3,9.8,448,26%,80.9%
Bdd,2020,Spring,31W - 13L,70.5%,6.7,8.4,395,22%,75.4%
Ben,2020,Spring,0W - 2L,0%,0.7,0.8,197,12.8%,30.4%
BeryL,2020,Spring,17W - 13L,56.7%,3.5,2.2,251,13.9%,66.4%
Canna,2020,Spring,28W - 12L,70%,6.2,7.7,375,20.9%,68.4%
Canyon,2020,Spring,22W - 21L,51.2%,3.3,5.3,311,17.4%,69.5%
Chovy,2020,Spring,31W - 15L,67.4%,5.6,9.3,413,22.7%,64.1%
Clid,2020,Spring,31W - 13L,70.5%,5.1,5.5,331,18.5%,74.2%
Cover,2020,Spring,13W - 12L,52%,2.4,8.7,384,22.3%,54.8%
CuVee,2020,Spring,17W - 28L,37.8%,1.9,7.5,358,21.6%,59.7%
Cuzz,2020,Spring,24W - 11L,68.6%,6.1,5.4,312,17.5%,74.5%
Deft,2020,Spring,31W - 15L,67.4%,5.3,9.7,447,24.6%,71.2%
Doran,2020,Spring,29W - 14L,67.4%,3.5,8.3,383,20.9%,59.1%
Dove,2020,Spring,15W - 22L,40.5%,3.1,8.4,374,22.3%,60.9%
Dread,2020,Spring,4W - 9L,30.8%,2.1,4.8,286,17.5%,71.6%
Effort,2020,Spring,30W - 14L,68.2%,3.6,1.2,235,13.1%,69.3%
Ellim,2020,Spring,6W - 3L,66.7%,6.3,5.2,329,18.3%,80.8%
FATE,2020,Spring,1W - 6L,14.3%,3.3,8.4,382,22.7%,56.6%
Faker,2020,Spring,30W - 14L,68.2%,5.6,9,401,22.4%,66.5%
Flawless,2020,Spring,17W - 26L,39.5%,2.5,5.1,309,18.6%,73.2%
Fly,2020,Spring,13W - 20L,39.4%,2.8,7.3,341,20.6%,66.7%
Ghost,2020,Spring,11W - 6L,64.7%,4.7,8.6,430,23.6%,62.1%
GorillA,2020,Spring,15W - 23L,39.5%,2.9,1.1,219,13%,69.7%
Haru,2020,Spring,17W - 28L,37.8%,2.6,5.6,319,19.3%,70.7%
Hoit,2020,Spring,5W - 8L,38.5%,2.7,1.1,225,12.9%,67.6%
Hoya,2020,Spring,1W - 7L,12.5%,1.5,7.5,338,21.7%,44.5%
HyBrid,2020,Spring,16W - 21L,43.2%,3.6,9.9,446,26.4%,67.9%
Ikssu,2020,Spring,17W - 26L,39.5%,2.1,6.8,334,20.1%,62.5%
Jelly,2020,Spring,19W - 25L,43.2%,2.7,1.2,229,13.7%,68.3%
Joker,2020,Spring,1W - 5L,16.7%,1.8,1.1,213,12.7%,44%
Kabbie,2020,Spring,16W - 29L,35.6%,2.3,1.3,217,13.3%,66.7%
Keine,2020,Spring,4W - 14L,22.2%,2.2,8.4,354,22.3%,57%
Kellin,2020,Spring,9W - 5L,64.3%,4.6,0.8,218,12.5%,67.1%
Keria,2020,Spring,31W - 15L,67.4%,4.8,1.2,244,13.3%,73.1%
Kiin,2020,Spring,19W - 27L,41.3%,2.5,8.2,378,22.7%,65%
Lava,2020,Spring,5W - 6L,45.5%,2.6,8.1,376,23%,61.9%
Lehends,2020,Spring,17W - 28L,37.8%,2.7,1.5,228,13.8%,73.8%
Leo,2020,Spring,8W - 11L,42.1%,4.1,9.6,407,24%,65.9%
Life,2020,Spring,22W - 8L,73.3%,5.5,1.9,251,13.9%,63.3%
Lonely,2020,Spring,5W - 7L,41.7%,2.6,7.8,361,21.4%,68%
Malrang,2020,Spring,0W - 5L,0%,1.9,4.7,288,18.4%,86.3%
Mia,2020,Spring,2W - 2L,50%,2.8,1.2,240,14.1%,57.1%
Mystic,2020,Spring,18W - 24L,42.9%,2.8,9.2,415,24.7%,66.3%
Naehyun,2020,Spring,0W - 1L,0%,-,9.5,349,22.8%,0%
Nuclear,2020,Spring,11W - 15L,42.3%,3.8,9.2,412,23.6%,65.3%
Nuguri,2020,Spring,22W - 21L,51.2%,2.4,8.8,413,23.1%,62.9%
OnFleek,2020,Spring,9W - 20L,31%,2.7,5.6,315,18.7%,71.8%
Punch,2020,Spring,7W - 8L,46.7%,4.0,5,298,17.6%,79.5%
Pyosik,2020,Spring,31W - 15L,67.4%,5.2,5.7,338,18.5%,73.8%
Quad,2020,Spring,2W - 1L,66.7%,5.8,7.8,385,21.7%,72.8%
Rascal,2020,Spring,31W - 13L,70.5%,4.0,8.1,381,21.3%,57.8%
Ray,2020,Spring,2W - 4L,33.3%,1.8,7.5,352,21.1%,45.1%
Roach,2020,Spring,2W - 2L,50%,2.1,7.7,364,20.8%,53.6%
Route,2020,Spring,8W - 17L,32%,3.6,9.8,416,24.9%,65.2%
Ruler,2020,Spring,31W - 13L,70.5%,7.0,9.5,444,24.8%,66.5%
Secret,2020,Spring,15W - 24L,38.5%,2.3,1,218,13.1%,63.3%
ShowMaker,2020,Spring,22W - 21L,51.2%,4.9,8.7,397,22.3%,72.4%
SoHwan,2020,Spring,22W - 18L,55%,2.5,7.9,361,20.8%,52.4%
Spirit,2020,Spring,15W - 18L,45.5%,3.5,5,307,18.2%,74%
Ssol,2020,Spring,1W - 3L,25%,2.6,8.8,379,24.2%,49.5%
Summit,2020,Spring,11W - 21L,34.4%,2.1,8.2,370,22%,64.4%
Sw0rd,2020,Spring,10W - 18L,35.7%,2.0,7.4,340,20.8%,58.6%
Tarzan,2020,Spring,16W - 29L,35.6%,3.1,5.1,296,18.2%,74.4%
Teddy,2020,Spring,30W - 14L,68.2%,7.1,10.7,464,25.9%,74.1%
Tempt,2020,Spring,15W - 24L,38.5%,2.9,8.7,374,22.5%,67.4%
Trigger,2020,Spring,1W - 5L,16.7%,1.5,8.2,355,22.6%,49%
TusiN,2020,Spring,24W - 22L,52.2%,3.5,1.5,239,13.8%,73.7%
Ucal,2020,Spring,16W - 28L,36.4%,3.0,8.4,364,22.2%,70.5%
Untara,2020,Spring,5W - 4L,55.6%,2.2,7.2,332,19.7%,46.6%
Viper,2020,Spring,16W - 29L,35.6%,3.9,9.9,419,25.6%,70.3%
Vsta,2020,Spring,13W - 22L,37.1%,3.4,8.3,380,22.9%,68.8%
Zenit,2020,Spring,1W - 4L,20%,1.6,8,347,22%,56.8%
bono,2020,Spring,24W - 17L,58.5%,4.1,5.2,311,17.8%,76.3%
kurO,2020,Spring,24W - 22L,52.2%,4.7,8.3,369,21.4%,71.4%
