Year,Split,Name,Season,Region,Games,Win rate,K:D,GPM,GDM,Game duration,Kills / game,Deaths / game,Towers killed,Towers lost,FB%,FT%,DRAPG,DRA%,HERPG,HER%,DRA@15,TD@15,GD@15,PPG,NASHPG,NASH%,CSM,DPM,WPM,VWPM,WCPM
2020,Spring,eStar,S10,CN,37,62.2%,1.34,1827,99,34:26,17.4,12.9,7.4,5.5,-,-,3.08,60.0,-,-,-,-,0,-,1.16,67.1,31.0,2082,3.8,1.55,1.89
2020,Spring,Funplus Phoenix,S10,CN,40,67.5%,1.42,1805,131,31:47,15.2,10.7,6.7,4.5,-,-,2.70,57.8,-,-,-,-,0,-,0.73,66.9,31.2,1790,3.6,1.41,1.53
2020,Spring,Invictus Gaming,S10,CN,39,71.8%,1.09,1857,165,30:09,16.4,15.0,7.1,4.2,-,-,2.00,49.9,-,-,-,-,0,-,0.67,66.7,31.7,2336,3.2,1.07,1.59
2020,Spring,JD Gaming,S10,CN,36,72.2%,1.55,1819,175,32:44,14.6,9.4,7.5,4.3,-,-,2.67,56.4,-,-,-,-,-,-,0.83,75.8,32.6,1882,3.3,1.21,1.68
2020,Spring,LGD Gaming,S10,CN,38,39.5%,0.83,1726,-75,32:57,12.9,15.6,5.7,6.6,-,-,2.24,45.8,-,-,-,-,0,-,0.55,41.2,30.6,1927,3.5,1.34,1.68
2020,Spring,LNG Esports,S10,CN,41,36.6%,0.77,1676,-119,32:19,11.3,14.6,4.8,7.0,-,-,2.41,50.5,-,-,-,-,0,-,0.44,32.4,30.5,1786,3.2,1.09,1.61
2020,Spring,OMG,S10,CN,38,44.7%,0.83,1726,-37,31:12,10.4,12.4,5.3,6.2,-,-,1.87,40.8,-,-,-,-,0,-,0.63,47.6,32.1,1735,3.1,1.13,1.43
2020,Spring,Rogue Warriors,S10,CN,40,45.0%,0.87,1678,-99,32:53,14.0,16.1,4.8,6.7,-,-,2.15,42.3,-,-,-,-,0,-,0.48,39.9,29.2,1817,3.1,1.17,1.60
2020,Spring,Royal Never Give Up,S10,CN,38,52.6%,1.13,1743,36,33:50,13.2,11.7,6.0,5.5,-,-,2.68,52.8,-,-,-,-,0,-,0.50,52.2,31.4,1714,3.7,1.41,1.73
2020,Spring,Suning,S10,CN,41,46.3%,0.93,1739,-8,33:05,13.8,14.7,5.8,6.1,-,-,2.20,45.9,-,-,-,-,0,-,0.54,53.8,30.9,2030,4.0,1.42,1.59
2020,Spring,Team WE,S10,CN,41,48.8%,1.06,1745,-16,31:01,14.5,13.6,5.8,6.0,-,-,2.54,54.9,-,-,-,-,0,-,0.66,51.4,30.0,1907,3.3,1.36,1.62
2020,Spring,Top Esports,S10,CN,37,62.2%,1.17,1794,99,32:44,15.4,13.1,7.0,5.0,-,-,2.43,50.3,-,-,-,-,0,-,0.76,64.0,31.3,2053,3.4,1.32,1.50
2020,Spring,Vici Gaming,S10,CN,43,48.8%,0.96,1705,-30,32:56,11.8,12.3,5.1,6.4,-,-,2.63,55.9,-,-,-,-,0,-,0.44,40.0,31.3,1751,3.4,1.35,1.64
2020,Spring,Victory Five,S10,CN,33,3.0%,0.44,1576,-359,30:12,8.7,19.8,2.8,8.8,-,-,1.42,32.5,-,-,-,-,0,-,0.06,5.0,29.0,1676,3.0,1.23,1.22
