Team,Year,Split,Role,Player
Funplus Phoenix,2020,Spring,JUNGLE,Tian
Funplus Phoenix,2020,Spring,MID,Doinb
Funplus Phoenix,2020,Spring,BOT,Lwx
Funplus Phoenix,2020,Spring,SUPPORT,Crisp
Funplus Phoenix,2020,Spring,TOP,Khan
Funplus Phoenix,2020,Spring,BOT,Crisp
Funplus Phoenix,2020,Spring,SUPPORT,Lwx
Invictus Gaming,2020,Spring,TOP,TheShy
Invictus Gaming,2020,Spring,JUNGLE,Leyan
Invictus Gaming,2020,Spring,MID,RooKie
Invictus Gaming,2020,Spring,BOT,Puff
Invictus Gaming,2020,Spring,SUPPORT,Southwind
Invictus Gaming,2020,Spring,JUNGLE,Ning
Invictus Gaming,2020,Spring,BOT,Southwind
Invictus Gaming,2020,Spring,SUPPORT,Puff
JD Gaming,2020,Spring,TOP,Zoom
JD Gaming,2020,Spring,JUNGLE,Kanavi
JD Gaming,2020,Spring,MID,Yagao
JD Gaming,2020,Spring,BOT,LokeN
JD Gaming,2020,Spring,SUPPORT,LvMao
JD Gaming,2020,Spring,TOP,705
JD Gaming,2020,Spring,BOT,LvMao
JD Gaming,2020,Spring,SUPPORT,LokeN
LGD Gaming,2020,Spring,TOP,Lies
LGD Gaming,2020,Spring,JUNGLE,Peanut
LGD Gaming,2020,Spring,MID,fenfen
LGD Gaming,2020,Spring,BOT,Kramer
LGD Gaming,2020,Spring,SUPPORT,killua
LGD Gaming,2020,Spring,TOP,fearness
LGD Gaming,2020,Spring,TOP,fenfen
LGD Gaming,2020,Spring,MID,Yuuki
LGD Gaming,2020,Spring,BOT,Chance
LGD Gaming,2020,Spring,BOT,killua
LGD Gaming,2020,Spring,SUPPORT,Chance
LGD Gaming,2020,Spring,SUPPORT,Kramer
LNG Esports,2020,Spring,TOP,chenlun17
LNG Esports,2020,Spring,JUNGLE,Xx
LNG Esports,2020,Spring,MID,Maple
LNG Esports,2020,Spring,BOT,Light
LNG Esports,2020,Spring,SUPPORT,Duan
LNG Esports,2020,Spring,TOP,Flandre
LNG Esports,2020,Spring,BOT,Asura
LNG Esports,2020,Spring,BOT,Duan
LNG Esports,2020,Spring,SUPPORT,Asura
LNG Esports,2020,Spring,SUPPORT,Iwandy
OMG,2020,Spring,TOP,Breathe
OMG,2020,Spring,JUNGLE,H4cker
OMG,2020,Spring,MID,icon
OMG,2020,Spring,BOT,SmLz
OMG,2020,Spring,SUPPORT,cold
OMG,2020,Spring,BOT,cold
OMG,2020,Spring,SUPPORT,SmLz
Rogue Warriors,2020,Spring,TOP,Holder
Rogue Warriors,2020,Spring,JUNGLE,Haro
Rogue Warriors,2020,Spring,MID,Ruby
Rogue Warriors,2020,Spring,BOT,ZWuJi
Rogue Warriors,2020,Spring,SUPPORT,Ley
Rogue Warriors,2020,Spring,TOP,Crazy
Rogue Warriors,2020,Spring,JUNGLE,WeiYan
Rogue Warriors,2020,Spring,MID,Wuming
Rogue Warriors,2020,Spring,BOT,Ley
Rogue Warriors,2020,Spring,SUPPORT,ZWuJi
Royal Never Give Up,2020,Spring,TOP,Langx
Royal Never Give Up,2020,Spring,JUNGLE,XLB
Royal Never Give Up,2020,Spring,MID,xiaohu
Royal Never Give Up,2020,Spring,BOT,Betty
Royal Never Give Up,2020,Spring,SUPPORT,Ming
Royal Never Give Up,2020,Spring,BOT,Ming
Royal Never Give Up,2020,Spring,SUPPORT,Betty
Suning,2020,Spring,TOP,Bin
Suning,2020,Spring,JUNGLE,SofM
Suning,2020,Spring,MID,Angel
Suning,2020,Spring,BOT,huanfeng
Suning,2020,Spring,SUPPORT,SwordArt
Suning,2020,Spring,TOP,Biubiu
Suning,2020,Spring,BOT,WeiWei
Team WE,2020,Spring,TOP,Morgan
Team WE,2020,Spring,JUNGLE,beishang
Team WE,2020,Spring,MID,Teacherma
Team WE,2020,Spring,BOT,Elk
Team WE,2020,Spring,SUPPORT,Missing
Team WE,2020,Spring,MID,Jett
Team WE,2020,Spring,BOT,Missing
Team WE,2020,Spring,SUPPORT,Elk
Top Esports,2020,Spring,TOP,369
Top Esports,2020,Spring,JUNGLE,Karsa
Top Esports,2020,Spring,MID,Knight
Top Esports,2020,Spring,BOT,JackeyLove
Top Esports,2020,Spring,SUPPORT,yuyanjia
Top Esports,2020,Spring,BOT,Photic
Top Esports,2020,Spring,BOT,Qiuqiu
Top Esports,2020,Spring,SUPPORT,Qiuqiu
Top Esports,2020,Spring,SUPPORT,Photic
Vici Gaming,2020,Spring,TOP,Cube
Vici Gaming,2020,Spring,JUNGLE,Aix
Vici Gaming,2020,Spring,MID,Forge
Vici Gaming,2020,Spring,BOT,iBOY
Vici Gaming,2020,Spring,SUPPORT,Hang
Vici Gaming,2020,Spring,JUNGLE,Chieftain
Vici Gaming,2020,Spring,MID,Zeka
Vici Gaming,2020,Spring,BOT,Hang
Vici Gaming,2020,Spring,SUPPORT,Maestro
Vici Gaming,2020,Spring,SUPPORT,iBOY
Victory Five,2020,Spring,TOP,Aliez
Victory Five,2020,Spring,JUNGLE,xiaohan
Victory Five,2020,Spring,MID,clx
Victory Five,2020,Spring,BOT,Mole
Victory Five,2020,Spring,SUPPORT,Y4
Victory Five,2020,Spring,TOP,clx
Victory Five,2020,Spring,TOP,Mole
Victory Five,2020,Spring,JUNGLE,As6
Victory Five,2020,Spring,JUNGLE,Daylight
Victory Five,2020,Spring,MID,Mole
Victory Five,2020,Spring,BOT,Y4
Victory Five,2020,Spring,BOT,clx
Victory Five,2020,Spring,BOT,Max
Victory Five,2020,Spring,SUPPORT,Max
Victory Five,2020,Spring,SUPPORT,clx
